,comp_0,comp_1,cuantos,edo_civil
130,-1.8358113374550296,-0.29545593753225885,23,0
131,-1.913267888562088,-0.4395165797352293,19,0
132,-1.9907244396691464,-0.5835772219381998,16,0
133,-2.068180990776205,-0.7276378641411706,27,0
134,-2.1456375418832634,-0.8716985063441411,11,0
135,-2.223094092990322,-1.0157591485471125,8,0
136,-2.30055064409738,-1.159819790750083,2,0
137,0.28723775437865695,0.6970499545429505,1,0
138,0.2097812032715984,0.5529893123399799,5,0
139,0.13232465216453992,0.40892867013700923,4,0
140,0.05486810105748152,0.2648680279340387,4,0
141,-0.022588450049576953,0.12080738573106793,16,0
142,-0.10004500115663527,-0.02325325647190284,5,0
143,-0.17750155226369382,-0.16731389867487345,5,0
144,-0.25495810337075214,-0.3113745408778441,6,0
145,-0.33241465447781077,-0.45543518308081476,11,0
146,-0.4098712055848693,-0.5994958252837855,8,0
147,-0.4873277566919277,-0.7435564674867561,8,0
148,-0.5647843077989859,-0.8876171096897268,4,0
149,-0.5413267167751447,0.8129418261657412,18,0
150,-0.6187832678822028,0.6688811839627707,11,0
151,-0.6962398189892612,0.5248205417598,13,0
152,-0.7736963700963196,0.3807598995568292,16,0
153,-0.8511529212033778,0.23669925735385863,17,0
154,-0.9286094723104364,0.09263861515088809,14,0
155,-1.006066023417495,-0.05142202705208273,24,0
156,-1.0835225745245534,-0.19548266925505353,13,0
157,-1.160979125631612,-0.339543311458024,21,0
158,-1.2384356767386706,-0.4836039536609946,12,0
159,-1.315892227845729,-0.6276645958639655,14,0
160,-1.3933487789527872,-0.7717252380669363,6,0
161,-1.3698911879289455,0.9288336977885321,19,0
162,-1.4473477390360039,0.7847730555855618,9,0
163,-1.5248042901430623,0.6407124133825907,9,0
164,-1.602260841250121,0.4966517711796202,16,0
165,-1.6797173923571798,0.35259112897664946,26,0
166,-1.7571739434642377,0.20853048677367914,14,0
167,-1.8346304945712966,0.06446984457070831,19,0
168,-1.9120870456783547,-0.07959079763226241,27,0
169,-1.9895435967854134,-0.22365143983523314,20,0
170,-2.0670001478924718,-0.36771208203820405,12,0
171,-2.14445669899953,-0.5117727242411745,16,0
172,-2.2219132501065886,-0.6558333664441451,1,0
173,0.2884185972623901,1.0569757366459178,2,0
174,0.2109620461553317,0.9129150944429469,2,0
175,0.1335054950482733,0.7688544522399761,1,0
176,0.056048943941214874,0.6247938100370055,2,0
177,-0.021407607165843733,0.48073316783403486,2,0
178,-0.09886415827290208,0.33667252563106426,2,0
179,-0.17632070937996078,0.19261188342809377,3,0
180,-0.25377726048701926,0.048551241225122964,1,0
181,-0.3312338115940773,-0.09550940097784777,1,0
182,-0.4626893227843528,1.316928250471679,5,0
183,-0.5401458738914112,1.1728676082687086,3,0
184,-0.6176024249984693,1.0288069660657373,5,0
185,-0.6950589761055279,0.884746323862767,4,0
186,-0.7725155272125862,0.7406856816597963,4,0
187,-0.8499720783196449,0.5966250394568258,2,0
188,-0.9274286294267033,0.4525643972538549,7,0
189,-1.0048851805337617,0.30850375505088423,4,0
190,-1.0823417316408204,0.16444311284791366,8,0
191,-1.1597982827478788,0.020382470644942856,5,0
192,-1.2372548338549374,-0.12367817155802772,6,0
193,-1.3147113849619956,-0.26773881376099845,1,0
194,-1.2912537939381543,1.4328201220944699,4,0
195,-1.4461668961522707,1.1446988376885283,3,0
196,-1.5236234472593295,1.000638195485558,6,0
197,-1.601079998366388,0.8565775532825872,7,0
198,-1.6785365494734463,0.7125169110796166,3,0
199,-1.7559931005805043,0.5684562688766455,9,0
200,-1.8334496516875631,0.4243956266736752,5,0
201,-1.9109062027946213,0.28033498447070454,4,0
202,-1.98836275390168,0.13627434226773363,5,0
203,-2.0658193050087386,-0.007786299935237063,3,0
204,-2.1432758561157974,-0.15184694213820768,1,0
205,-0.5389650310076778,1.5327933903716753,1,0
206,-1.0811608887570874,0.5243688949508805,1,0
207,-1.3675295021614793,1.6486852619944665,1,0
208,0.5231499363510318,2.2090092274607636,1,0
209,0.36823683413691466,1.9208879430548222,1,0
210,-0.2514155747195523,0.7684028054310567,1,0
211,-0.6926972903380614,1.6045978880687004,1,0
212,-0.7701538414451203,1.4605372458657304,1,0
213,-0.9250669436592369,1.1724159614597884,2,0
214,-1.0799800458733537,0.8842946770538472,2,0
215,-1.2114355570636293,2.2967323285033743,2,0
216,-1.5212617614918624,1.7204897596914914,1,0
217,0.20860036038786522,0.19306353023701306,2,1
218,0.13114380928080682,0.049002888034042374,4,1
219,-0.023769292933310173,-0.239118396371899,2,1
220,-0.10122584404036856,-0.3831790385748697,1,1
221,-0.17868239514742695,-0.5272396807778403,4,1
222,-0.25613894625448536,-0.6713003229808109,6,1
223,-0.4110520484686022,-0.9594216073867523,1,1
224,-0.4885085995756608,-1.103482249589723,1,1
225,-0.5659651506827192,-1.2475428917926936,2,1
226,-0.619964110765936,0.30895540185980364,6,1
227,-0.6974206618729943,0.16489475965683298,5,1
228,-0.7748772129800527,0.02083411745386226,3,1
229,-0.8523337640871113,-0.12322652474910831,3,1
230,-0.9297903151941698,-0.26728716695207905,1,1
231,-1.0072468663012282,-0.41134780915504965,5,1
232,-1.0847034174082868,-0.5554084513580204,6,1
233,-1.162159968515345,-0.6994690935609909,4,1
234,-1.2396165196224036,-0.8435297357639617,6,1
235,-1.317073070729462,-0.9875903779669323,3,1
236,-1.3945296218365206,-1.1316510201699028,6,1
237,-1.4719861729435788,-1.2757116623728737,2,1
238,-1.448528581919737,0.4248472734825942,3,1
239,-1.5259851330267957,0.2807866312796243,5,1
240,-1.6034416841338544,0.13672598907665323,2,1
241,-1.6808982352409128,-0.007334653126317337,3,1
242,-1.7583547863479712,-0.15139529532928794,5,1
243,-1.8358113374550296,-0.29545593753225885,1,1
244,-1.913267888562088,-0.4395165797352293,10,1
245,-1.9907244396691464,-0.5835772219381998,3,1
246,-2.068180990776205,-0.7276378641411706,5,1
247,-2.1456375418832634,-0.8716985063441411,4,1
248,-2.223094092990322,-1.0157591485471125,1,1
249,-2.30055064409738,-1.159819790750083,1,1
250,0.28723775437865695,0.6970499545429505,2,1
251,0.2097812032715984,0.5529893123399799,3,1
252,0.13232465216453992,0.40892867013700923,5,1
253,0.05486810105748152,0.2648680279340387,2,1
254,-0.022588450049576953,0.12080738573106793,7,1
255,-0.10004500115663527,-0.02325325647190284,4,1
256,-0.17750155226369382,-0.16731389867487345,7,1
257,-0.25495810337075214,-0.3113745408778441,6,1
258,-0.33241465447781077,-0.45543518308081476,7,1
259,-0.4098712055848693,-0.5994958252837855,8,1
260,-0.4873277566919277,-0.7435564674867561,3,1
261,-0.5647843077989859,-0.8876171096897268,1,1
262,-0.5413267167751447,0.8129418261657412,4,1
263,-0.6187832678822028,0.6688811839627707,7,1
264,-0.6962398189892612,0.5248205417598,12,1
265,-0.7736963700963196,0.3807598995568292,4,1
266,-0.8511529212033778,0.23669925735385863,7,1
267,-0.9286094723104364,0.09263861515088809,10,1
268,-1.006066023417495,-0.05142202705208273,14,1
269,-1.0835225745245534,-0.19548266925505353,11,1
270,-1.160979125631612,-0.339543311458024,7,1
271,-1.2384356767386706,-0.4836039536609946,10,1
272,-1.315892227845729,-0.6276645958639655,13,1
273,-1.3933487789527872,-0.7717252380669363,4,1
274,-1.3698911879289455,0.9288336977885321,2,1
275,-1.4473477390360039,0.7847730555855618,9,1
276,-1.5248042901430623,0.6407124133825907,7,1
277,-1.602260841250121,0.4966517711796202,9,1
278,-1.6797173923571798,0.35259112897664946,11,1
279,-1.7571739434642377,0.20853048677367914,14,1
280,-1.8346304945712966,0.06446984457070831,15,1
281,-1.9120870456783547,-0.07959079763226241,22,1
282,-1.9895435967854134,-0.22365143983523314,10,1
283,-2.0670001478924718,-0.36771208203820405,11,1
284,-2.14445669899953,-0.5117727242411745,8,1
285,-2.2219132501065886,-0.6558333664441451,1,1
286,0.2884185972623901,1.0569757366459178,1,1
287,0.056048943941214874,0.6247938100370055,2,1
288,-0.09886415827290208,0.33667252563106426,4,1
289,-0.17632070937996078,0.19261188342809377,2,1
290,-0.4086903627011359,-0.23957004318081834,2,1
291,-0.4626893227843528,1.316928250471679,1,1
292,-0.5401458738914112,1.1728676082687086,1,1
293,-0.6950589761055279,0.884746323862767,3,1
294,-0.8499720783196449,0.5966250394568258,4,1
295,-0.9274286294267033,0.4525643972538549,4,1
296,-1.0048851805337617,0.30850375505088423,3,1
297,-1.0823417316408204,0.16444311284791366,1,1
298,-1.1597982827478788,0.020382470644942856,4,1
299,-1.2372548338549374,-0.12367817155802772,2,1
300,-1.4461668961522707,1.1446988376885283,4,1
301,-1.5236234472593295,1.000638195485558,1,1
302,-1.601079998366388,0.8565775532825872,4,1
303,-1.6785365494734463,0.7125169110796166,3,1
304,-1.7559931005805043,0.5684562688766455,4,1
305,-1.8334496516875631,0.4243956266736752,2,1
306,-1.9109062027946213,0.28033498447070454,1,1
307,-1.98836275390168,0.13627434226773363,3,1
308,-2.0658193050087386,-0.007786299935237063,2,1
309,-2.1432758561157974,-0.15184694213820768,2,1
310,-1.8322688088038301,0.7843214087766421,1,1
311,-0.17395902361249446,0.9124634476340279,1,1
312,-1.2114355570636293,2.2967323285033743,1,1
313,-1.67617486370598,1.4323684752855503,1,1
314,-1.9860010681342135,0.8561259064736673,1,1
315,-0.5203701172163507,-0.6026360374248717,1,0
316,-0.752739770537526,-1.0348179640337833,1,0
317,-1.0625659749657597,-1.6110605328456664,1,0
318,-1.5813042416913274,-0.9189260924109929,1,0
319,0.5417448501423593,0.07357979966421647,1,0
320,0.3868317479282425,-0.2145414847417248,3,0
321,0.30937519682118386,-0.3586021269446955,3,0
322,0.2319186457141255,-0.502662769147666,3,0
323,0.1544620946070669,-0.6467234113506367,1,0
324,0.07700554350000859,-0.7907840535536075,3,0
325,-0.00045100760704973113,-0.934844695756578,3,0
326,-0.07790755871410841,-1.0789053379595488,4,0
327,-0.15536410982116688,-1.2229659801625195,2,0
328,-0.286819621011442,0.1894716712870074,3,0
329,-0.36427617211850044,0.045411029084036866,4,0
330,-0.44173272322555907,-0.09864961311893412,4,0
331,-0.5191892743326175,-0.24271025532190457,4,0
332,-0.5966458254396758,-0.38677089752487526,5,0
333,-0.6741023765467341,-0.5308315397278458,5,0
334,-0.8290154787608514,-0.8189528241337871,6,0
335,-0.9064720298679098,-0.9630134663367579,4,0
336,-0.9839285809749682,-1.1070741085397289,2,0
337,-1.0613851320820265,-1.251134750742699,5,0
338,-1.1153840921652436,0.3053635429097979,2,0
339,-1.1928406432723018,0.16130290070682743,1,0
340,-1.2702971943793606,0.017242258503856862,3,0
341,-1.3477537454864188,-0.1268183836991138,4,0
342,-1.5026668477005358,-0.41493966810505506,3,0
343,-1.5801233988075944,-0.5590003103080255,2,0
344,-1.6575799499146526,-0.7030609525109969,3,0
345,-1.7350365010217108,-0.8471215947139669,2,0
346,-1.8124930521287694,-0.9911822369169384,2,0
347,0.6203822441331508,0.577566223970154,7,0
348,0.5429256930260923,0.43350558176718346,6,0
349,0.4654691419190339,0.28944493956421286,11,0
350,0.3880125908119755,0.14538429736124214,15,0
351,0.3105560397049171,0.0013236551582715003,16,0
352,0.2330994885978586,-0.14273698704469923,9,0
353,0.1556429374908001,-0.28679762924766977,10,0
354,0.07818638638374167,-0.43085827145064043,12,0
355,0.000729835276683239,-0.5749189136536113,13,0
356,-0.07672671583037524,-0.718979555856582,14,0
357,-0.15418326693743364,-0.8630401980595525,9,0
358,-0.23163981804449224,-1.0071008402625232,4,0
359,-0.2081822270206504,0.6934580955929447,16,0
360,-0.2856387781277089,0.5493974533899741,9,0
361,-0.3630953292347673,0.40533681118700365,14,0
362,-0.44055188034182563,0.2612761689840329,20,0
363,-0.5180084314488843,0.11721552678106235,16,0
364,-0.5954649825559426,-0.02684511542190839,12,0
365,-0.6729215336630011,-0.17090575762487908,16,0
366,-0.7503780847700596,-0.31496639982784963,13,0
367,-0.827834635877118,-0.4590270420308203,14,0
368,-0.9052911869841765,-0.6030876842337912,18,0
369,-0.9827477380912352,-0.7471483264367618,8,0
370,-1.0602042891982935,-0.8912089686397324,3,0
371,-1.036746698174452,0.8093499672157358,8,0
372,-1.1142032492815104,0.665289325012765,15,0
373,-1.1916598003885688,0.5212286828097946,9,0
374,-1.269116351495627,0.37716804060682385,11,0
375,-1.3465729026026854,0.23310739840385322,15,0
376,-1.424029453709744,0.08904675620088248,25,0
377,-1.5014860048168026,-0.05501388600208817,20,0
378,-1.578942555923861,-0.1990745282050586,18,0
379,-1.6563991070309196,-0.34313517040802927,18,0
380,-1.733855658137978,-0.4871958126110001,10,0
381,-1.8113122092450364,-0.6312564548139711,8,0
382,-1.8887687603520948,-0.7753170970169415,3,0
383,0.6990196381239424,1.0815526482760918,2,0
384,0.6215630870168841,0.9374920060731214,4,0
385,0.5441065359098256,0.7934313638701507,6,0
386,0.46664998480276715,0.6493707216671796,2,0
387,0.3891934336957087,0.5053100794642094,4,0
388,0.3117368825886504,0.3612494372612385,6,0
389,0.23428033148159164,0.21718879505826788,7,0
390,0.15682378037453343,0.07312815285529731,6,0
391,0.07936722926747494,-0.07093248934767367,7,0
392,0.0019106781604163344,-0.21499313155064403,5,0
393,-0.07554587294664201,-0.35905377375361486,1,0
394,-0.12954483302985872,1.1974445198988826,7,0
395,-0.2070013841369173,1.053383877695912,1,0
396,-0.2844579352439756,0.9093232354929411,10,0
397,-0.361914486351034,0.7652625932899704,7,0
398,-0.4393710374580928,0.6212019510870002,6,0
399,-0.516827588565151,0.4771413088840293,11,0
400,-0.5942841396722094,0.3330806666810585,9,0
401,-0.6717406907792679,0.189020024478088,2,0
402,-0.7491972418863263,0.0449593822751172,8,0
403,-0.8266537929933849,-0.09910125992785328,10,0
404,-0.9041103441004433,-0.2431619021308242,7,0
405,-0.9815668952075016,-0.38722254433379477,2,0
406,-0.9581093041836607,1.3133363915216738,4,0
407,-1.0355658552907185,1.1692757493187025,5,0
408,-1.113022406397777,1.0252151071157323,12,0
409,-1.1904789575048356,0.8811544649127615,10,0
410,-1.267935508611894,0.737093822709791,8,0
411,-1.3453920597189524,0.5930331805068201,14,0
412,-1.422848610826011,0.4489725383038495,8,0
413,-1.5003051619330694,0.3049118961008789,6,0
414,-1.577761713040128,0.16085125389790825,11,0
415,-1.6552182641471862,0.016790611694937337,6,0
416,-1.7326748152542448,-0.12727003050803348,5,0
417,-1.810131366361303,-0.27133067271100403,1,0
418,0.7002004810076757,1.4414784303790589,1,0
419,0.6227439299006173,1.2974177881760882,1,0
420,0.4678308276865003,1.0092965037701467,1,0
421,0.31291772547238345,0.7211752193642055,2,0
422,0.235461174365325,0.5771145771612349,1,0
423,0.15800462325826642,0.43305393495826405,2,0
424,0.003091521044149597,0.14493265055232274,1,0
425,-0.07436503006290889,0.0008720083493520471,2,0
426,-0.2058205412531841,1.4133096597988788,1,0
427,-0.2832770923602423,1.2692490175959084,1,0
428,-0.43819019457435926,0.9811277331899667,1,0
429,-0.5156467456814178,0.8370670909869963,3,0
430,-0.6705598478955348,0.5489458065810549,1,0
431,-0.8254729501096516,0.26082452217511326,2,0
432,-0.8794719101928685,1.8173228158276113,1,0
433,-0.9569284612999269,1.6732621736246402,1,0
434,-1.0343850124069855,1.5292015314216698,2,0
435,-1.1892981146211021,1.2410802470157287,3,0
436,-1.2667546657281608,1.0970196048127578,3,0
437,-1.3442112168352192,0.9529589626097871,3,0
438,-1.4216677679422778,0.8088983204068166,2,0
439,-1.499124319049336,0.6648376782038458,2,0
440,-1.6540374212634532,0.37671639379790456,1,0
441,0.8562944261055255,2.0895254968879673,4,0
442,0.7788378749984673,1.9454648546849962,2,0
443,0.7013813238914091,1.8014042124820258,1,0
444,0.6239247727843504,1.6573435702790547,2,0
445,0.5464682216772918,1.5132829280760844,2,0
446,0.46901167057023363,1.3692222858731138,3,0
447,0.39155511946317495,1.2251616436701431,3,0
448,0.31409856835611644,1.0811010014671723,1,0
449,0.23664201724905834,0.9370403592642016,2,0
450,0.15918546614199952,0.7929797170612309,1,0
451,0.08172891503494122,0.6489190748582602,2,0
452,0.0042723639278828595,0.5048584326552895,1,0
453,0.027729954951724416,2.205417368510757,3,0
454,-0.04972659615533392,2.061356726307787,3,0
455,-0.12718314726239244,1.9172960841048163,3,0
456,-0.2046396983694508,1.773235441901846,1,0
457,-0.2820962494765092,1.629174799698875,6,0
458,-0.3595528005835678,1.4851141574959044,5,0
459,-0.4370093516906262,1.341053515292934,3,0
460,-0.5144659027976846,1.196992873089963,1,0
461,-0.5919224539047433,1.0529322308869924,1,0
462,-0.6693790050118017,0.9088715886840217,5,0
463,-0.74683555611886,0.7648109464810509,2,0
464,-0.8242921072259187,0.6207503042780802,2,0
465,-0.8782910673091354,2.1772485979305785,4,0
466,-0.9557476184161938,2.033187955727607,3,0
467,-1.033204169523252,1.8891273135246365,6,0
468,-1.1106607206303107,1.7450666713216663,1,0
469,-1.1881172717373694,1.6010060291186956,2,0
470,-1.2655738228444278,1.4569453869157247,5,0
471,-1.3430303739514862,1.312884744712754,10,0
472,-1.4204869250585443,1.1688241025097832,3,0
473,-1.497943476165603,1.0247634603068128,2,0
474,-1.5754000272726616,0.8807028181038421,2,0
475,0.23782286013279122,1.2969661413671685,1,0
476,0.08290975791867428,1.008844856961227,1,0
477,-0.048545753271600656,2.4212825084107537,1,0
478,-0.9545667755324606,2.3931137378305745,1,0
479,-1.341849531067753,1.6728105268157214,1,0
480,0.46310745615156756,-0.4304066246417212,2,1
481,-0.985109423858701,-1.4669998906426958,1,1
482,-1.0625659749657597,-1.6110605328456664,1,1
483,-1.1400225260728183,-1.7551211750486373,2,1
484,-1.2714780372630936,-0.3426835235991101,1,1
485,-1.4263911394772104,-0.6308048080050516,1,1
486,-1.6587607927983856,-1.0629867346139634,1,1
487,-1.7362173439054447,-1.207047376816934,1,1
488,0.5417448501423593,0.07357979966421647,4,1
489,0.4642882990353007,-0.07048084253875402,8,1
490,0.3868317479282425,-0.2145414847417248,11,1
491,0.30937519682118386,-0.3586021269446955,6,1
492,0.2319186457141255,-0.502662769147666,18,1
493,0.1544620946070669,-0.6467234113506367,9,1
494,0.07700554350000859,-0.7907840535536075,8,1
495,-0.00045100760704973113,-0.934844695756578,6,1
496,-0.07790755871410841,-1.0789053379595488,6,1
497,-0.15536410982116688,-1.2229659801625195,16,1
498,-0.23282066092822534,-1.36702662236549,11,1
499,-0.3102772120352837,-1.5110872645684605,7,1
500,-0.286819621011442,0.1894716712870074,9,1
501,-0.36427617211850044,0.045411029084036866,13,1
502,-0.44173272322555907,-0.09864961311893412,16,1
503,-0.5191892743326175,-0.24271025532190457,17,1
504,-0.5966458254396758,-0.38677089752487526,17,1
505,-0.6741023765467341,-0.5308315397278458,18,1
506,-0.7515589276537928,-0.6748921819308167,20,1
507,-0.8290154787608514,-0.8189528241337871,13,1
508,-0.9064720298679098,-0.9630134663367579,7,1
509,-0.9839285809749682,-1.1070741085397289,8,1
510,-1.0613851320820265,-1.251134750742699,6,1
511,-1.1388416831890853,-1.39519539294567,6,1
512,-1.1153840921652436,0.3053635429097979,7,1
513,-1.1928406432723018,0.16130290070682743,13,1
514,-1.2702971943793606,0.017242258503856862,21,1
515,-1.3477537454864188,-0.1268183836991138,18,1
516,-1.4252102965934772,-0.27087902590208435,27,1
517,-1.5026668477005358,-0.41493966810505506,26,1
518,-1.5801233988075944,-0.5590003103080255,18,1
519,-1.6575799499146526,-0.7030609525109969,22,1
520,-1.7350365010217108,-0.8471215947139669,20,1
521,-1.8124930521287694,-0.9911822369169384,9,1
522,-1.8899496032358276,-1.135242879119908,4,1
523,-1.9674061543428865,-1.2793035213228792,1,1
524,0.6203822441331508,0.577566223970154,33,1
525,0.5429256930260923,0.43350558176718346,48,1
526,0.4654691419190339,0.28944493956421286,43,1
527,0.3880125908119755,0.14538429736124214,52,1
528,0.3105560397049171,0.0013236551582715003,58,1
529,0.2330994885978586,-0.14273698704469923,59,1
530,0.1556429374908001,-0.28679762924766977,55,1
531,0.07818638638374167,-0.43085827145064043,44,1
532,0.000729835276683239,-0.5749189136536113,55,1
533,-0.07672671583037524,-0.718979555856582,38,1
534,-0.15418326693743364,-0.8630401980595525,38,1
535,-0.23163981804449224,-1.0071008402625232,16,1
536,-0.2081822270206504,0.6934580955929447,42,1
537,-0.2856387781277089,0.5493974533899741,64,1
538,-0.3630953292347673,0.40533681118700365,64,1
539,-0.44055188034182563,0.2612761689840329,69,1
540,-0.5180084314488843,0.11721552678106235,67,1
541,-0.5954649825559426,-0.02684511542190839,75,1
542,-0.6729215336630011,-0.17090575762487908,89,1
543,-0.7503780847700596,-0.31496639982784963,79,1
544,-0.827834635877118,-0.4590270420308203,68,1
545,-0.9052911869841765,-0.6030876842337912,73,1
546,-0.9827477380912352,-0.7471483264367618,67,1
547,-1.0602042891982935,-0.8912089686397324,22,1
548,-1.036746698174452,0.8093499672157358,47,1
549,-1.1142032492815104,0.665289325012765,52,1
550,-1.1916598003885688,0.5212286828097946,81,1
551,-1.269116351495627,0.37716804060682385,74,1
552,-1.3465729026026854,0.23310739840385322,76,1
553,-1.424029453709744,0.08904675620088248,99,1
