,edad,edo_civil,escolaridad,hora,mes,mpio,parentesco,cuantos
9811,18,SOLTERO,PREPARATORIA,T,7,MONTERREY,HIJO,1
9812,46,CASADO,PREPARATORIA,T,7,MONTERREY,ESPOSO,1
9813,30,CASADO,PRIMARIA,M,7,ALDAMAS,ESPOSO,1
9814,33,CASADO,PREPARATORIA,N,7,APODACA,ESPOSO,1
9815,47,CASADO,PRIMARIA,N,7,APODACA,CONCUBINO,1
9816,41,CASADO,SECUNDARIA,M,7,APODACA,UL,1
9817,27,CASADO,SECUNDARIA,N,7,APODACA,NINGUNO,1
9818,48,CASADO,SECUNDARIA,M,7,CHINA,CONCUBINO,1
9819,22,CASADO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,CONCUBINO,1
9820,45,CASADO,LICENCIATURA,T,7,MONTERREY,ESPOSO,1
9821,40,SOLTERO,SECUNDARIA,T,7,DOCTOR ARROYO,NINGUNO,1
9822,24,CASADO,PREPARATORIA,M,7,GARCÍA,NINGUNO,1
9823,29,CASADO,SECUNDARIA,N,7,GUADALUPE,NINGUNO,1
9824,24,SOLTERO,SECUNDARIA,M,7,GUADALUPE,NINGUNO,1
9825,30,CASADO,SECUNDARIA,N,7,GUADALUPE,ESPOSO,1
9826,44,SOLTERO,SECUNDARIA,T,7,GUADALUPE,ESPOSO,1
9827,25,CASADO,PRIMARIA,M,7,JUÁREZ,UL,1
9828,37,CASADO,SECUNDARIA,N,7,JUÁREZ,ESPOSO,1
9829,39,SOLTERO,PRIMARIA,T,7,JUÁREZ,NINGUNO,1
9830,19,SOLTERO,PREPARATORIA,M,7,LINARES,PADRE,1
9831,35,CASADO,PRIMARIA,T,7,LINARES,NINGUNO,1
9832,27,CASADO,PRIMARIA,M,7,MIER Y NORIEGA,NINGUNO,1
9833,34,SOLTERO,SECUNDARIA,N,7,MONTERREY,CONCUBINO,1
9834,4,SOLTERO,PRIMARIA,N,7,PESQUERÍA,NINGUNO,1
9835,28,CASADO,SECUNDARIA,N,7,PESQUERÍA,UL,1
9836,40,CASADO,SECUNDARIA,N,7,PESQUERÍA,NINGUNO,1
9837,19,CASADO,SECUNDARIA,N,7,PESQUERÍA,UL,1
9838,28,CASADO,PRIMARIA,N,7,LINARES,ESPOSO,1
9839,40,CASADO,SECUNDARIA,T,7,LINARES,NINGUNO,1
9840,23,CASADO,SECUNDARIA,N,7,SABINAS HIDALGO,NINGUNO,1
9841,46,CASADO,SECUNDARIA,M,7,VILLALDAMA,NINGUNO,1
9842,22,CASADO,LICENCIATURA,N,7,SANTA CATARINA,CONCUBINO,1
9843,29,CASADO,SECUNDARIA,M,7,GARCÍA,NINGUNO,1
9844,27,CASADO,SECUNDARIA,T,7,GARCÍA,CONCUBINO,1
9845,38,CASADO,SECUNDARIA,M,7,GARCÍA,ESPOSO,1
9846,18,SOLTERO,PREPARATORIA,T,7,LINARES,NINGUNO,1
9847,49,SOLTERO,LICENCIATURA,M,7,APODACA,EXESPOSO,1
9848,64,SOLTERO,NINGUNO,N,7,PESQUERÍA,PADRE,1
9849,38,CASADO,SECUNDARIA,N,7,APODACA,ESPOSO,1
9850,22,SOLTERO,SECUNDARIA,M,7,APODACA,NINGUNO,1
9851,28,CASADO,PREPARATORIA,T,7,GUADALUPE,ESPOSO,1
9852,36,CASADO,SECUNDARIA,N,7,GUADALUPE,NINGUNO,1
9853,53,CASADO,PREPARATORIA,T,7,GUADALUPE,ESPOSO,1
9854,30,CASADO,SECUNDARIA,M,7,GUADALUPE,NINGUNO,1
9855,39,CASADO,SECUNDARIA,T,7,GUADALUPE,ESPOSO,1
9856,46,SOLTERO,PREPARATORIA,M,7,GUADALUPE,PADRE,1
9857,40,CASADO,PREPARATORIA,N,7,SANTA CATARINA,ESPOSO,1
9858,50,CASADO,TÉCNICO,N,7,JUÁREZ,ESPOSO,1
9859,44,CASADO,TÉCNICO,N,7,JUÁREZ,MADRE,1
9860,27,SOLTERO,SECUNDARIA,M,7,JUÁREZ,MADRE,1
9861,27,CASADO,SECUNDARIA,M,7,JUÁREZ,CONCUBINO,1
9862,21,CASADO,PREPARATORIA,N,7,JUÁREZ,NINGUNO,1
9863,31,CASADO,SECUNDARIA,M,7,JUÁREZ,MADRE,1
9864,45,CASADO,PRIMARIA,N,7,JUÁREZ,MADRE,1
9865,42,CASADO,PRIMARIA,T,7,MONTERREY,MADRE,1
9866,19,CASADO,PRIMARIA,T,7,ESCOBEDO,CONCUBINO,1
9867,26,CASADO,LICENCIATURA,N,7,ESCOBEDO,UL,1
9868,36,CASADO,SECUNDARIA,N,7,MONTERREY,NINGUNO,1
9869,64,SOLTERO,PRIMARIA,T,7,MONTERREY,MADRE,1
9870,14,SOLTERO,SECUNDARIA,M,7,MONTERREY,NINGUNO,1
9871,64,CASADO,LICENCIATURA,M,7,MONTERREY,ESPOSO,1
9872,41,CASADO,SECUNDARIA,M,7,MONTERREY,NINGUNO,1
9873,22,SOLTERO,SECUNDARIA,T,7,MONTERREY,PADRE,1
9874,50,CASADO,PRIMARIA,T,7,MONTERREY,NINGUNO,1
9875,35,CASADO,PRIMARIA,N,7,MONTERREY,UL,1
9876,18,CASADO,PREPARATORIA,M,7,MONTERREY,CONCUBINO,1
9877,24,CASADO,SECUNDARIA,N,7,MONTERREY,CONCUBINO,1
9878,28,SOLTERO,SECUNDARIA,T,7,MONTERREY,CONCUBINO,1
9879,41,CASADO,PREPARATORIA,M,7,MONTERREY,ESPOSO,1
9880,44,CASADO,SECUNDARIA,N,7,MONTERREY,ESPOSO,1
9881,1,SOLTERO,NINGUNO,N,7,GUADALUPE,NINGUNO,1
9882,5,SOLTERO,PRIMARIA,N,7,GUADALUPE,NINGUNO,1
9883,36,CASADO,LICENCIATURA,N,7,GUADALUPE,ESPOSO,1
9884,58,CASADO,SECUNDARIA,N,7,GUADALUPE,YERNO,1
9885,6,SOLTERO,PRIMARIA,N,7,GUADALUPE,MADRE,1
9886,8,SOLTERO,PRIMARIA,N,7,GUADALUPE,NINGUNO,1
9887,12,SOLTERO,PRIMARIA,T,7,LINARES,NINGUNO,1
9888,13,SOLTERO,PRIMARIA,T,7,LINARES,NINGUNO,1
9889,32,CASADO,SECUNDARIA,T,7,LINARES,ESPOSO,1
9890,10,SOLTERO,PRIMARIA,N,7,GUADALUPE,HIJO,1
9891,15,SOLTERO,SECUNDARIA,N,7,GUADALUPE,PADRE,1
9892,19,SOLTERO,SECUNDARIA,N,7,GUADALUPE,HIJO,1
9893,39,CASADO,PREPARATORIA,N,7,GUADALUPE,ESPOSO,1
9894,35,CASADO,PREPARATORIA,M,7,APODACA,ESPOSO,1
9895,38,CASADO,SECUNDARIA,N,7,APODACA,ESPOSO,1
9896,21,CASADO,PRIMARIA,T,7,BRAVO,CONCUBINO,1
9897,50,CASADO,SECUNDARIA,T,7,CADEREYTA JIMÉNEZ,NINGUNO,1
9898,26,CASADO,SECUNDARIA,M,7,GUADALUPE,ESPOSO,1
9899,38,CASADO,LICENCIATURA,T,7,ESCOBEDO,NINGUNO,1
9900,28,CASADO,SECUNDARIA,N,7,ESCOBEDO,ESPOSO,1
9901,36,SOLTERO,SECUNDARIA,N,7,MARÍN,NINGUNO,1
9902,31,SOLTERO,SECUNDARIA,T,7,GUADALUPE,MADRE,1
9903,68,CASADO,SECUNDARIA,M,7,GUADALUPE,HIJO,1
9904,45,CASADO,SECUNDARIA,M,7,MARÍN,NINGUNO,1
9905,33,CASADO,PRIMARIA,M,7,PESQUERÍA,ESPOSO,1
9906,21,CASADO,PREPARATORIA,N,7,PESQUERÍA,NINGUNO,1
9907,40,CASADO,PRIMARIA,N,7,PESQUERÍA,NINGUNO,1
9908,31,CASADO,SECUNDARIA,M,7,PESQUERÍA,ESPOSO,1
9909,17,CASADO,PREPARATORIA,M,7,PESQUERÍA,CONCUBINO,1
9910,18,SOLTERO,SECUNDARIA,T,7,PESQUERÍA,UL,1
9911,30,SOLTERO,PREPARATORIA,T,7,MONTERREY,PADRE,1
9912,27,SOLTERO,PREPARATORIA,M,7,MONTERREY,PADRE,1
9913,23,SOLTERO,SECUNDARIA,T,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9914,21,SOLTERO,SECUNDARIA,N,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9915,29,CASADO,LICENCIATURA,T,7,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
9916,35,CASADO,TÉCNICO,N,7,GARCÍA,ESPOSO,1
9917,25,CASADO,PREPARATORIA,N,7,GARCÍA,NINGUNO,1
9918,37,CASADO,SECUNDARIA,M,7,GARCÍA,ESPOSO,1
9919,32,CASADO,TÉCNICO,N,7,GARCÍA,NINGUNO,1
9920,28,CASADO,SECUNDARIA,N,7,GARCÍA,CONCUBINO,1
9921,49,CASADO,PRIMARIA,N,7,GARCÍA,NINGUNO,1
9922,28,SOLTERO,LICENCIATURA,N,7,GARCÍA,CONCUBINO,1
9923,65,SOLTERO,PRIMARIA,M,7,APODACA,NINGUNO,1
9924,44,CASADO,TÉCNICO,N,7,APODACA,ESPOSO,1
9925,20,CASADO,SECUNDARIA,T,7,APODACA,NINGUNO,1
9926,18,CASADO,SECUNDARIA,N,7,APODACA,CONCUBINO,1
9927,58,CASADO,SECUNDARIA,M,7,APODACA,NINGUNO,1
9928,29,CASADO,LICENCIATURA,T,7,APODACA,CONCUÑA,1
9929,34,CASADO,SECUNDARIA,M,7,APODACA,ESPOSO,1
9930,63,CASADO,PRIMARIA,N,7,APODACA,NINGUNO,1
9931,48,SOLTERO,SECUNDARIA,N,7,APODACA,NINGUNO,1
9932,74,SOLTERO,LICENCIATURA,N,7,APODACA,NINGUNO,1
9933,56,CASADO,SECUNDARIA,M,7,APODACA,NINGUNO,1
9934,27,SOLTERO,LICENCIATURA,N,7,APODACA,UL,1
9935,30,SOLTERO,SECUNDARIA,N,7,PESQUERÍA,NINGUNO,1
9936,43,CASADO,SECUNDARIA,N,7,APODACA,ESPOSO,1
9937,43,CASADO,LICENCIATURA,N,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9938,25,CASADO,SECUNDARIA,N,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9939,29,CASADO,PREPARATORIA,M,7,JUÁREZ,ESPOSO,1
9940,8,SOLTERO,PRIMARIA,M,7,GUADALUPE,MADRE,1
9941,64,SOLTERO,PREPARATORIA,N,7,GUADALUPE,CONCUBINO,1
9942,24,SOLTERO,TÉCNICO,M,7,GUADALUPE,CONCUBINO,1
9943,24,CASADO,SECUNDARIA,T,7,SANTA CATARINA,ESPOSO,1
9944,57,CASADO,PRIMARIA,T,7,MONTERREY,ESPOSO,1
9945,24,CASADO,SECUNDARIA,N,7,MONTERREY,CONCUBINO,1
9946,25,CASADO,SECUNDARIA,M,7,MONTERREY,CONCUBINO,1
9947,22,CASADO,PREPARATORIA,N,7,MONTERREY,NINGUNO,1
9948,37,CASADO,SECUNDARIA,T,7,ESCOBEDO,CONCUBINO,1
9949,43,CASADO,SECUNDARIA,M,7,ESCOBEDO,HIJO,1
9950,35,SOLTERO,LICENCIATURA,M,7,ESCOBEDO,CONCUBINO,1
9951,19,SOLTERO,SECUNDARIA,T,7,SALINAS VICTORIA,EXESPOSO,1
9952,20,CASADO,SECUNDARIA,T,7,ESCOBEDO,NINGUNO,1
9953,41,CASADO,SECUNDARIA,M,7,ESCOBEDO,ESPOSO,1
9954,30,CASADO,SECUNDARIA,T,7,EL CARMEN,NINGUNO,1
9955,29,CASADO,SECUNDARIA,N,7,ESCOBEDO,CONCUBINO,1
9956,22,CASADO,PREPARATORIA,N,7,ESCOBEDO,ESPOSO,1
9957,27,CASADO,PREPARATORIA,M,7,ESCOBEDO,CONCUBINO,1
9958,30,SOLTERO,SECUNDARIA,N,7,HIDALGO,NINGUNO,1
9959,39,CASADO,SECUNDARIA,T,7,MONTERREY,ESPOSO,1
9960,31,CASADO,TÉCNICO,T,7,ZUAZUA,NINGUNO,1
9961,47,CASADO,PRIMARIA,M,7,APODACA,ESPOSO,1
9962,46,CASADO,SECUNDARIA,T,7,MONTERREY,ESPOSO,1
9963,41,CASADO,SECUNDARIA,T,7,MONTERREY,ESPOSO,1
9964,31,CASADO,SECUNDARIA,T,7,CIÉNEGA DE FLORES,NINGUNO,1
9965,28,CASADO,SECUNDARIA,N,7,CIÉNEGA DE FLORES,ESPOSO,1
9966,22,CASADO,PREPARATORIA,T,7,SAN NICOLÁS DE LOS GARZA,HIJO,1
9967,22,CASADO,SECUNDARIA,N,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9968,28,CASADO,SECUNDARIA,T,7,CIÉNEGA DE FLORES,NINGUNO,1
9969,53,CASADO,PRIMARIA,N,7,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
9970,44,CASADO,LICENCIATURA,T,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
9971,25,CASADO,PRIMARIA,T,7,CIÉNEGA DE FLORES,NINGUNO,1
9972,28,CASADO,SECUNDARIA,M,7,CIÉNEGA DE FLORES,ESPOSO,1
9973,39,CASADO,SECUNDARIA,M,7,ZUAZUA,NINGUNO,1
9974,25,SOLTERO,SECUNDARIA,M,7,MONTERREY,CONCUBINO,1
9975,20,SOLTERO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,HIJO,1
9976,40,CASADO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,ESPOSO,1
9977,2,SOLTERO,PRIMARIA,M,7,PESQUERÍA,NINGUNO,1
9978,7,SOLTERO,PRIMARIA,M,7,PESQUERÍA,NINGUNO,1
9979,9,SOLTERO,PRIMARIA,M,7,PESQUERÍA,NINGUNO,1
9980,40,CASADO,PREPARATORIA,N,7,GARCÍA,NINGUNO,1
9981,48,CASADO,SECUNDARIA,M,7,GUADALUPE,NINGUNO,1
9982,38,CASADO,PREPARATORIA,T,7,GARCÍA,ESPOSO,1
9983,39,CASADO,SECUNDARIA,N,7,GARCÍA,ESPOSO,1
9984,25,SOLTERO,SECUNDARIA,N,7,GARCÍA,CONCUBINO,1
9985,33,CASADO,SECUNDARIA,T,7,GARCÍA,ESPOSO,1
9986,27,CASADO,LICENCIATURA,N,7,GARCÍA,ESPOSO,1
9987,35,CASADO,SECUNDARIA,T,7,GARCÍA,ESPOSO,1
9988,32,CASADO,PRIMARIA,N,7,GARCÍA,ESPOSO,1
9989,49,CASADO,SECUNDARIA,N,7,GARCÍA,ESPOSO,1
9990,31,CASADO,SECUNDARIA,N,7,SANTA CATARINA,CONCUBINO,1
9991,27,CASADO,PREPARATORIA,M,7,GUADALUPE,ESPOSO,1
9992,41,CASADO,SECUNDARIA,M,7,GUADALUPE,UL,1
9993,22,CASADO,PRIMARIA,M,7,GUADALUPE,ESPOSO,1
9994,20,CASADO,SECUNDARIA,N,7,ZUAZUA,CONCUBINO,1
9995,32,SOLTERO,TÉCNICO,N,7,MONTERREY,NINGUNO,1
9996,20,CASADO,SECUNDARIA,M,7,MONTERREY,CONCUBINO,1
9997,28,SOLTERO,PREPARATORIA,N,7,GARCÍA,CONCUBINO,1
9998,56,CASADO,PRIMARIA,N,7,GARCÍA,YERNO,1
9999,33,CASADO,SECUNDARIA,N,7,PESQUERÍA,ESPOSO,1
10000,38,CASADO,SECUNDARIA,T,7,SANTA CATARINA,NINGUNO,1
10001,29,CASADO,SECUNDARIA,T,7,APODACA,CONCUBINO,1
10002,3,SOLTERO,NINGUNO,N,7,MONTERREY,PADRE,1
10003,27,SOLTERO,SECUNDARIA,N,7,MONTERREY,NINGUNO,1
10004,47,CASADO,PREPARATORIA,T,7,APODACA,CONCUBINO,1
10005,25,CASADO,PRIMARIA,T,7,CADEREYTA JIMÉNEZ,ESPOSO,1
10006,18,SOLTERO,PREPARATORIA,N,7,CADEREYTA JIMÉNEZ,NINGUNO,1
10007,25,SOLTERO,PREPARATORIA,M,7,CADEREYTA JIMÉNEZ,NINGUNO,1
10008,29,CASADO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,CONCUBINO,1
10009,29,SOLTERO,SECUNDARIA,M,7,HIDALGO,CONCUBINO,1
10010,82,SOLTERO,PRIMARIA,M,7,HIDALGO,MADRE,1
10011,22,CASADO,TÉCNICO,T,7,GARCÍA,NINGUNO,1
10012,34,CASADO,SECUNDARIA,N,7,GARCÍA,CONCUBINO,1
10013,13,SOLTERO,PRIMARIA,N,7,GUADALUPE,MADRE,1
10014,33,CASADO,SECUNDARIA,M,7,JUÁREZ,CONCUBINO,1
10015,21,CASADO,PREPARATORIA,M,7,JUÁREZ,CONCUBINO,1
10016,30,CASADO,SECUNDARIA,T,7,LINARES,ESPOSO,1
10017,40,SOLTERO,SECUNDARIA,T,7,PESQUERÍA,EXESPOSO,1
10018,26,CASADO,SECUNDARIA,N,7,PESQUERÍA,NINGUNO,1
10019,57,SOLTERO,SECUNDARIA,T,7,PESQUERÍA,NINGUNO,1
10020,20,CASADO,SECUNDARIA,N,7,PESQUERÍA,CONCUBINO,1
10021,58,SOLTERO,PRIMARIA,T,7,SALINAS VICTORIA,HIJO,1
10022,20,CASADO,SECUNDARIA,N,7,SABINAS HIDALGO,ESPOSO,1
10023,78,CASADO,PRIMARIA,N,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
10024,25,CASADO,SECUNDARIA,N,7,GARCÍA,CONCUBINO,1
10025,41,CASADO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,NINGUNO,1
10026,26,CASADO,SECUNDARIA,N,7,CADEREYTA JIMÉNEZ,ESPOSO,1
10027,44,SOLTERO,PRIMARIA,M,7,CADEREYTA JIMÉNEZ,NINGUNO,1
10028,44,CASADO,PREPARATORIA,T,7,GARCÍA,CONCUBINO,1
10029,54,SOLTERO,PREPARATORIA,N,7,ESCOBEDO,NINGUNO,1
10030,32,CASADO,SECUNDARIA,N,7,ESCOBEDO,CONCUBINO,1
10031,28,CASADO,PREPARATORIA,M,7,JUÁREZ,NINGUNO,1
10032,32,CASADO,SECUNDARIA,N,7,GARCÍA,ESPOSO,1
10033,35,SOLTERO,PREPARATORIA,N,7,APODACA,CONCUBINO,1
10034,30,SOLTERO,LICENCIATURA,T,7,APODACA,EXESPOSO,1
10035,33,CASADO,LICENCIATURA,N,7,APODACA,ESPOSO,1
10036,16,SOLTERO,PREPARATORIA,T,7,APODACA,NINGUNO,1
10037,25,CASADO,PREPARATORIA,N,7,APODACA,NINGUNO,1
10038,24,CASADO,SECUNDARIA,N,7,APODACA,NINGUNO,1
10039,38,CASADO,SECUNDARIA,T,7,APODACA,NINGUNO,1
10040,26,CASADO,TÉCNICO,T,7,APODACA,ESPOSO,1
10041,7,SOLTERO,NINGUNO,T,7,APODACA,NINGUNO,1
10042,40,CASADO,TÉCNICO,N,7,APODACA,ESPOSO,1
10043,37,CASADO,TÉCNICO,M,7,APODACA,ESPOSO,1
10044,26,CASADO,PREPARATORIA,M,7,APODACA,NINGUNO,1
10045,45,CASADO,SECUNDARIA,T,7,APODACA,NINGUNO,1
10046,33,CASADO,TÉCNICO,T,7,APODACA,ESPOSO,1
10047,25,CASADO,SECUNDARIA,T,7,APODACA,ESPOSO,1
10048,43,CASADO,LICENCIATURA,T,7,GUADALUPE,ESPOSO,1
10049,37,CASADO,PREPARATORIA,N,7,GUADALUPE,CONCUBINO,1
10050,63,CASADO,TÉCNICO,M,7,GUADALUPE,NINGUNO,1
10051,31,CASADO,LICENCIATURA,N,7,GUADALUPE,ESPOSO,1
10052,31,CASADO,SECUNDARIA,N,7,GUADALUPE,NINGUNO,1
10053,39,CASADO,SECUNDARIA,T,7,GUADALUPE,ESPOSO,1
10054,68,SOLTERO,PRIMARIA,M,7,JUÁREZ,NINGUNO,1
10055,21,CASADO,SECUNDARIA,M,7,JUÁREZ,CONCUBINO,1
10056,39,CASADO,TÉCNICO,N,7,JUÁREZ,NINGUNO,1
10057,36,CASADO,PREPARATORIA,T,7,JUÁREZ,ESPOSO,1
10058,47,CASADO,PRIMARIA,N,7,JUÁREZ,NINGUNO,1
10059,28,SOLTERO,SECUNDARIA,N,7,GARCÍA,UL,1
10060,37,CASADO,TÉCNICO,N,7,SAN PEDRO GARZA GARCÍA,ESPOSO,1
10061,37,CASADO,LICENCIATURA,M,7,MONTERREY,EXESPOSO,1
10062,58,CASADO,PREPARATORIA,T,7,APODACA,NINGUNO,1
10063,26,CASADO,SECUNDARIA,M,7,MONTERREY,NINGUNO,1
10064,12,SOLTERO,PRIMARIA,T,7,GUADALUPE,NINGUNO,1
10065,16,SOLTERO,SECUNDARIA,T,7,GUADALUPE,NINGUNO,1
10066,7,SOLTERO,PRIMARIA,N,7,JUÁREZ,PADRE,1
10067,27,CASADO,TÉCNICO,N,7,JUÁREZ,CONCUBINO,1
10068,7,SOLTERO,PRIMARIA,M,7,GUADALUPE,PADRE,1
10069,9,SOLTERO,PRIMARIA,M,7,GUADALUPE,PADRE,1
10070,11,SOLTERO,PRIMARIA,M,7,GUADALUPE,PADRE,1
10071,13,SOLTERO,PRIMARIA,M,7,GUADALUPE,PADRE,1
10072,34,CASADO,SECUNDARIA,M,7,GUADALUPE,CONCUBINO,1
10073,56,CASADO,PRIMARIA,M,7,GARCÍA,CONCUBINO,1
10074,19,CASADO,PRIMARIA,M,7,MONTERREY,NINGUNO,1
10075,31,CASADO,TÉCNICO,T,7,GARCÍA,NINGUNO,1
10076,19,CASADO,SECUNDARIA,M,7,MONTERREY,NINGUNO,1
10077,28,CASADO,LICENCIATURA,N,7,MONTERREY,MADRE,1
10078,42,CASADO,SECUNDARIA,M,7,HUALAHUISES,ESPOSO,1
10079,29,CASADO,PREPARATORIA,N,7,JUÁREZ,ESPOSO,1
10080,39,CASADO,SECUNDARIA,N,7,JUÁREZ,NINGUNO,1
10081,41,CASADO,SECUNDARIA,N,7,JUÁREZ,CONCUBINO,1
10082,36,CASADO,PRIMARIA,N,7,JUÁREZ,ESPOSO,1
10083,25,SOLTERO,PREPARATORIA,M,7,JUÁREZ,CONCUBINO,1
10084,18,CASADO,SECUNDARIA,N,7,JUÁREZ,NINGUNO,1
10085,26,CASADO,PRIMARIA,N,7,JUÁREZ,NINGUNO,1
10086,53,CASADO,PRIMARIA,N,7,LINARES,ESPOSO,1
10087,20,CASADO,SECUNDARIA,N,7,LINARES,CONCUBINO,1
10088,33,CASADO,LICENCIATURA,T,7,LINARES,CONCUBINO,1
10089,13,SOLTERO,PRIMARIA,N,7,ALLENDE,ABUELO,1
10090,38,CASADO,SECUNDARIA,T,7,GARCÍA,NINGUNO,1
10091,48,CASADO,PREPARATORIA,N,7,MONTEMORELOS,ESPOSO,1
10092,24,CASADO,PRIMARIA,N,7,MONTEMORELOS,NINGUNO,1
10093,46,CASADO,TÉCNICO,N,7,ZUAZUA,NINGUNO,1
10094,25,CASADO,LICENCIATURA,N,7,CIÉNEGA DE FLORES,CONCUBINO,1
10095,29,CASADO,PREPARATORIA,M,7,GARCÍA,NINGUNO,1
10096,24,CASADO,SECUNDARIA,T,7,GARCÍA,NINGUNO,1
10097,35,SOLTERO,PRIMARIA,N,7,GARCÍA,CONCUBINO,1
10098,32,CASADO,LICENCIATURA,T,7,SANTA CATARINA,ESPOSO,1
10099,43,CASADO,PRIMARIA,T,7,SANTA CATARINA,CONCUBINO,1
10100,30,CASADO,SECUNDARIA,T,7,GARCÍA,CONCUBINO,1
10101,38,CASADO,SECUNDARIA,T,7,GARCÍA,ESPOSO,1
10102,50,CASADO,SECUNDARIA,N,7,GARCÍA,ESPOSO,1
10103,33,SOLTERO,SECUNDARIA,N,7,GARCÍA,ESPOSO,1
10104,20,CASADO,SECUNDARIA,T,7,GARCÍA,CONCUBINO,1
10105,23,CASADO,SECUNDARIA,T,7,SANTA CATARINA,CONCUBINO,1
10106,25,SOLTERO,SECUNDARIA,N,7,GARCÍA,CONCUBINO,1
10107,38,CASADO,PREPARATORIA,N,7,SANTA CATARINA,ESPOSO,1
10108,34,SOLTERO,PRIMARIA,T,7,SANTA CATARINA,NINGUNO,1
10109,39,CASADO,PRIMARIA,M,7,GARCÍA,CONCUBINO,1
10110,27,CASADO,SECUNDARIA,M,7,GARCÍA,NINGUNO,1
10111,23,CASADO,PREPARATORIA,M,7,LINARES,ESPOSO,1
10112,38,SOLTERO,SECUNDARIA,N,7,LINARES,EXESPOSO,1
10113,68,CASADO,PRIMARIA,M,7,LINARES,HIJO,1
10114,38,CASADO,SECUNDARIA,T,7,LINARES,ESPOSO,1
10115,26,CASADO,PRIMARIA,N,7,MONTEMORELOS,NINGUNO,1
10116,47,CASADO,SECUNDARIA,M,7,MONTEMORELOS,NINGUNO,1
10117,21,SOLTERO,PREPARATORIA,N,7,MONTEMORELOS,CONCUBINO,1
10118,46,CASADO,SECUNDARIA,T,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
10119,55,SOLTERO,PREPARATORIA,M,7,MONTERREY,PADRE,1
10120,23,CASADO,PREPARATORIA,M,7,SANTA CATARINA,CONCUBINO,1
10121,18,SOLTERO,PREPARATORIA,T,7,SANTA CATARINA,HIJO,1
10122,8,SOLTERO,PRIMARIA,T,7,APODACA,NINGUNO,1
10123,24,CASADO,SECUNDARIA,T,7,JUÁREZ,ESPOSO,1
10124,27,CASADO,PREPARATORIA,N,7,JUÁREZ,CONCUBINO,1
10125,24,CASADO,SECUNDARIA,T,7,SANTA CATARINA,UL,1
10126,27,CASADO,TÉCNICO,M,7,APODACA,NINGUNO,1
10127,38,CASADO,PREPARATORIA,N,7,APODACA,CONCUBINO,1
10128,33,SOLTERO,NINGUNO,N,7,JUÁREZ,HIJO,1
10129,27,CASADO,PRIMARIA,T,7,JUÁREZ,PADRE,1
10130,27,CASADO,TÉCNICO,T,7,JUÁREZ,MADRE,1
10131,23,CASADO,PREPARATORIA,M,7,JUÁREZ,NINGUNO,1
10132,33,CASADO,PREPARATORIA,N,7,JUÁREZ,ESPOSO,1
10133,78,SOLTERO,PRIMARIA,M,7,JUÁREZ,NINGUNO,1
10134,35,CASADO,PREPARATORIA,T,7,JUÁREZ,ESPOSO,1
10135,22,CASADO,PRIMARIA,M,7,SANTA CATARINA,NINGUNO,1
10136,25,CASADO,TÉCNICO,T,7,ESCOBEDO,NINGUNO,1
10137,32,CASADO,SECUNDARIA,M,7,SALINAS VICTORIA,UL,1
10138,23,CASADO,SECUNDARIA,N,7,ESCOBEDO,NINGUNO,1
10139,24,CASADO,LICENCIATURA,T,7,GUADALUPE,ESPOSO,1
10140,20,CASADO,SECUNDARIA,T,7,MONTERREY,NINGUNO,1
10141,18,CASADO,PRIMARIA,N,7,MONTERREY,NINGUNO,1
10142,33,CASADO,LICENCIATURA,T,7,MONTERREY,ESPOSO,1
10143,39,SOLTERO,PRIMARIA,N,7,MONTERREY,NINGUNO,1
10144,45,SOLTERO,LICENCIATURA,T,7,MONTERREY,CONCUBINO,1
10145,20,CASADO,PREPARATORIA,T,7,MONTERREY,NINGUNO,1
10146,22,SOLTERO,SECUNDARIA,N,7,MONTERREY,CONCUBINO,1
10147,70,SOLTERO,PRIMARIA,T,7,MONTERREY,HIJO,1
10148,23,CASADO,SECUNDARIA,N,7,MONTERREY,NINGUNO,1
10149,26,CASADO,SECUNDARIA,N,7,MONTERREY,NINGUNO,1
10150,1,SOLTERO,NINGUNO,M,7,JUÁREZ,PADRE,1
10151,19,CASADO,SECUNDARIA,M,7,JUÁREZ,CONCUBINO,1
10152,15,SOLTERO,SECUNDARIA,T,7,CIÉNEGA DE FLORES,HIJO,1
10153,38,CASADO,SECUNDARIA,T,7,CIÉNEGA DE FLORES,NINGUNO,1
10154,10,SOLTERO,PRIMARIA,N,7,SAN NICOLÁS DE LOS GARZA,HIJO,1
