,edad,edo_civil,escolaridad,hora,mes,mpio,parentesco,cuantos
3194,27,SOLTERO,SECUNDARIA,M,3,MONTERREY,HIJO,1
3195,36,SOLTERO,TÉCNICO,T,3,APODACA,NINGUNO,1
3196,45,CASADO,TÉCNICO,T,3,APODACA,ESPOSO,1
3197,38,CASADO,LICENCIATURA,T,3,DOCTOR ARROYO,NINGUNO,1
3198,36,CASADO,SECUNDARIA,M,3,JUÁREZ,CONCUBINO,1
3199,36,SOLTERO,LICENCIATURA,N,3,MONTERREY,NINGUNO,1
3200,34,CASADO,SECUNDARIA,N,3,ESCOBEDO,ESPOSO,1
3201,57,SOLTERO,SECUNDARIA,N,3,MONTERREY,NINGUNO,1
3202,15,SOLTERO,SECUNDARIA,M,3,MONTERREY,HIJO,1
3203,32,CASADO,PREPARATORIA,M,3,ESCOBEDO,NINGUNO,1
3204,49,CASADO,SECUNDARIA,T,3,ESCOBEDO,CONCUBINO,1
3205,29,CASADO,PREPARATORIA,N,3,GARCÍA,CONCUBINO,1
3206,29,CASADO,PREPARATORIA,T,3,ESCOBEDO,NINGUNO,1
3207,26,CASADO,SECUNDARIA,N,3,GARCÍA,ESPOSO,1
3208,18,CASADO,SECUNDARIA,M,3,GARCÍA,UL,1
3209,29,CASADO,PRIMARIA,N,3,GARCÍA,UL,1
3210,37,CASADO,SECUNDARIA,N,3,GARCÍA,ESPOSO,1
3211,25,CASADO,PREPARATORIA,M,3,SAN PEDRO GARZA GARCÍA,ESPOSO,1
3212,25,CASADO,PREPARATORIA,M,3,MONTERREY,NINGUNO,1
3213,35,CASADO,SECUNDARIA,N,3,JUÁREZ,CONCUBINO,1
3214,39,CASADO,PRIMARIA,M,3,GARCÍA,ESPOSO,1
3215,37,CASADO,SECUNDARIA,N,3,JUÁREZ,CONCUBINO,1
3216,24,CASADO,PREPARATORIA,N,3,GARCÍA,ESPOSO,1
3217,26,SOLTERO,PREPARATORIA,T,3,GUADALUPE,EXESPOSO,1
3218,65,CASADO,PRIMARIA,N,3,SANTA CATARINA,ESPOSO,1
3219,29,CASADO,PREPARATORIA,M,3,ARAMBERRI,NINGUNO,1
3220,54,CASADO,PRIMARIA,T,3,JUÁREZ,MADRE,1
3221,35,CASADO,SECUNDARIA,M,3,JUÁREZ,NINGUNO,1
3222,43,CASADO,PRIMARIA,N,3,JUÁREZ,ESPOSO,1
3223,32,CASADO,SECUNDARIA,M,3,JUÁREZ,ESPOSO,1
3224,35,CASADO,PREPARATORIA,T,3,JUÁREZ,NINGUNO,1
3225,38,CASADO,SECUNDARIA,T,3,MONTEMORELOS,ESPOSO,1
3226,23,CASADO,PREPARATORIA,M,3,GARCÍA,ESPOSO,1
3227,32,CASADO,SECUNDARIA,T,3,ESCOBEDO,NINGUNO,1
3228,24,CASADO,PREPARATORIA,M,3,JUÁREZ,NINGUNO,1
3229,87,SOLTERO,PRIMARIA,T,3,SAN PEDRO GARZA GARCÍA,NINGUNO,1
3230,39,CASADO,SECUNDARIA,M,3,GARCÍA,ESPOSO,1
3231,31,CASADO,SECUNDARIA,T,3,ESCOBEDO,ESPOSO,1
3232,53,CASADO,PREPARATORIA,T,3,JUÁREZ,NINGUNO,1
3233,23,CASADO,SECUNDARIA,N,3,JUÁREZ,ESPOSO,1
3234,28,CASADO,PRIMARIA,N,3,MONTERREY,CONCUBINO,1
3235,6,SOLTERO,NINGUNO,T,3,SANTA CATARINA,NINGUNO,1
3236,19,CASADO,SECUNDARIA,N,3,SANTA CATARINA,NINGUNO,1
3237,25,CASADO,PRIMARIA,N,3,GUADALUPE,CONCUBINO,1
3238,38,CASADO,SECUNDARIA,T,3,GARCÍA,NINGUNO,1
3239,46,CASADO,PRIMARIA,T,3,ESCOBEDO,NINGUNO,1
3240,23,SOLTERO,LICENCIATURA,N,3,GUADALUPE,NINGUNO,1
3241,43,SOLTERO,LICENCIATURA,T,3,JUÁREZ,NINGUNO,1
3242,24,SOLTERO,SECUNDARIA,N,3,ESCOBEDO,CONCUBINO,1
3243,37,CASADO,PRIMARIA,M,3,JUÁREZ,ESPOSO,1
3244,42,CASADO,SECUNDARIA,N,3,JUÁREZ,NINGUNO,1
3245,21,CASADO,PRIMARIA,N,3,JUÁREZ,CONCUBINO,1
3246,48,CASADO,SECUNDARIA,N,3,MONTERREY,EXESPOSO,1
3247,21,CASADO,SECUNDARIA,M,3,MONTERREY,ESPOSO,1
3248,23,CASADO,PREPARATORIA,N,3,MONTERREY,NINGUNO,1
3249,56,SOLTERO,PRIMARIA,T,3,MONTERREY,NINGUNO,1
3250,47,CASADO,PREPARATORIA,T,3,MONTERREY,ESPOSO,1
3251,47,CASADO,TÉCNICO,T,3,MONTERREY,ESPOSO,1
3252,13,SOLTERO,SECUNDARIA,T,3,MONTERREY,HIJO,1
3253,36,CASADO,PRIMARIA,M,3,MONTERREY,UL,1
3254,6,SOLTERO,PRIMARIA,T,3,JUÁREZ,NINGUNO,1
3255,26,SOLTERO,POSGRADO,T,3,JUÁREZ,NINGUNO,1
3256,7,SOLTERO,PRIMARIA,T,3,GUADALUPE,NINGUNO,1
3257,36,SOLTERO,PREPARATORIA,T,3,GUADALUPE,EXESPOSO,1
3258,17,SOLTERO,SECUNDARIA,N,3,JUÁREZ,PADRE,1
3259,39,CASADO,SECUNDARIA,N,3,JUÁREZ,ESPOSO,1
3260,10,SOLTERO,PRIMARIA,M,3,MONTERREY,NINGUNO,1
3261,35,SOLTERO,PREPARATORIA,M,3,MONTERREY,EXESPOSO,1
3262,8,SOLTERO,PRIMARIA,T,3,MONTERREY,HIJO,1
3263,10,SOLTERO,PRIMARIA,T,3,MONTERREY,NINGUNO,1
3264,36,CASADO,LICENCIATURA,T,3,MONTERREY,NINGUNO,1
3265,33,SOLTERO,SECUNDARIA,T,3,GUADALUPE,UL,1
3266,40,CASADO,SECUNDARIA,M,3,MARÍN,CONCUBINO,1
3267,33,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3268,37,CASADO,PRIMARIA,M,3,SANTA CATARINA,NINGUNO,1
3269,33,CASADO,SECUNDARIA,N,3,SANTA CATARINA,ESPOSO,1
3270,49,SOLTERO,SECUNDARIA,N,3,APODACA,MADRE,1
3271,35,CASADO,SECUNDARIA,N,3,APODACA,NINGUNO,1
3272,77,SOLTERO,PRIMARIA,T,3,APODACA,NINGUNO,1
3273,42,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3274,29,CASADO,SECUNDARIA,T,3,CADEREYTA JIMÉNEZ,CONCUBINO,1
3275,37,CASADO,PRIMARIA,T,3,CADEREYTA JIMÉNEZ,ESPOSO,1
3276,51,SOLTERO,LICENCIATURA,M,3,CADEREYTA JIMÉNEZ,NINGUNO,1
3277,8,SOLTERO,PRIMARIA,M,3,CERRALVO,MADRE,1
3278,49,CASADO,SECUNDARIA,T,3,CERRALVO,NINGUNO,1
3279,23,CASADO,PRIMARIA,T,3,GARCÍA,CONCUBINO,1
3280,36,CASADO,SECUNDARIA,M,3,ITURBIDE,ESPOSO,1
3281,23,CASADO,SECUNDARIA,T,3,SAN NICOLÁS DE LOS GARZA,CONCUBINO,1
3282,71,SOLTERO,PRIMARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3283,20,CASADO,PRIMARIA,M,3,PESQUERÍA,ESPOSO,1
3284,31,CASADO,SECUNDARIA,T,3,SANTA CATARINA,CONCUBINO,1
3285,31,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3286,30,CASADO,SECUNDARIA,T,3,GARCÍA,NINGUNO,1
3287,29,CASADO,LICENCIATURA,M,3,CADEREYTA JIMÉNEZ,ESPOSO,1
3288,61,CASADO,TÉCNICO,N,3,GUADALUPE,NINGUNO,1
3289,31,CASADO,PREPARATORIA,T,3,GARCÍA,NINGUNO,1
3290,19,SOLTERO,PREPARATORIA,M,3,GUADALUPE,PADRE,1
3291,22,CASADO,PREPARATORIA,T,3,CADEREYTA JIMÉNEZ,NINGUNO,1
3292,40,CASADO,TÉCNICO,N,3,GUADALUPE,NINGUNO,1
3293,35,CASADO,SECUNDARIA,N,3,CADEREYTA JIMÉNEZ,ESPOSO,1
3294,35,CASADO,SECUNDARIA,T,3,CADEREYTA JIMÉNEZ,NINGUNO,1
3295,23,SOLTERO,PREPARATORIA,N,3,APODACA,CONCUBINO,1
3296,32,CASADO,PREPARATORIA,M,3,JUÁREZ,CONCUBINO,1
3297,41,CASADO,LICENCIATURA,M,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3298,47,CASADO,SECUNDARIA,M,3,PESQUERÍA,HIJO,1
3299,54,CASADO,LICENCIATURA,T,3,ALLENDE,ESPOSO,1
3300,32,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3301,39,CASADO,SECUNDARIA,T,3,PESQUERÍA,ESPOSO,1
3302,59,CASADO,TÉCNICO,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3303,53,CASADO,SECUNDARIA,T,3,APODACA,ESPOSO,1
3304,41,CASADO,SECUNDARIA,T,3,PESQUERÍA,ESPOSO,1
3305,28,CASADO,SECUNDARIA,N,3,SANTA CATARINA,NINGUNO,1
3306,20,CASADO,PRIMARIA,N,3,PESQUERÍA,CONCUBINO,1
3307,44,SOLTERO,PRIMARIA,M,3,GARCÍA,HIJO,1
3308,10,SOLTERO,PRIMARIA,N,3,PESQUERÍA,NINGUNO,1
3309,35,CASADO,SECUNDARIA,M,3,PESQUERÍA,ESPOSO,1
3310,26,CASADO,PREPARATORIA,N,3,APODACA,NINGUNO,1
3311,37,CASADO,SECUNDARIA,N,3,APODACA,NINGUNO,1
3312,24,SOLTERO,SECUNDARIA,N,3,APODACA,NINGUNO,1
3313,45,CASADO,SECUNDARIA,T,3,APODACA,NINGUNO,1
3314,23,SOLTERO,SECUNDARIA,N,3,APODACA,CONCUBINO,1
3315,29,CASADO,SECUNDARIA,N,3,CADEREYTA JIMÉNEZ,UL,1
3316,50,CASADO,TÉCNICO,M,3,APODACA,ESPOSO,1
3317,39,CASADO,SECUNDARIA,T,3,GARCÍA,CONCUBINO,1
3318,44,CASADO,PRIMARIA,M,3,GARCÍA,ESPOSO,1
3319,27,CASADO,SECUNDARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3320,29,CASADO,SECUNDARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3321,41,CASADO,SECUNDARIA,T,3,SANTA CATARINA,ESPOSO,1
3322,30,CASADO,SECUNDARIA,N,3,GARCÍA,ESPOSO,1
3323,22,SOLTERO,PREPARATORIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3324,50,CASADO,SECUNDARIA,M,3,APODACA,ESPOSO,1
3325,68,SOLTERO,TÉCNICO,M,3,SAN NICOLÁS DE LOS GARZA,MADRE,1
3326,37,SOLTERO,SECUNDARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3327,36,CASADO,PRIMARIA,N,3,SANTA CATARINA,NINGUNO,1
3328,16,CASADO,PRIMARIA,N,3,SANTA CATARINA,CONCUBINO,1
3329,33,CASADO,SECUNDARIA,T,3,GARCÍA,ESPOSO,1
3330,16,CASADO,SECUNDARIA,T,3,GARCÍA,CONCUBINO,1
3331,42,CASADO,SECUNDARIA,N,3,GARCÍA,ESPOSO,1
3332,26,CASADO,PREPARATORIA,T,3,SAN NICOLÁS DE LOS GARZA,HIJO,1
3333,46,SOLTERO,PRIMARIA,T,3,CADEREYTA JIMÉNEZ,NINGUNO,1
3334,42,CASADO,LICENCIATURA,N,3,ESCOBEDO,NINGUNO,1
3335,32,CASADO,SECUNDARIA,T,3,ZUAZUA,NINGUNO,1
3336,49,CASADO,SECUNDARIA,M,3,ZUAZUA,ESPOSO,1
3337,34,CASADO,LICENCIATURA,M,3,ZUAZUA,ESPOSO,1
3338,28,SOLTERO,PREPARATORIA,N,3,APODACA,CONCUBINO,1
3339,42,CASADO,PRIMARIA,T,3,CIÉNEGA DE FLORES,ESPOSO,1
3340,48,CASADO,TÉCNICO,M,3,SANTA CATARINA,NINGUNO,1
3341,28,CASADO,PREPARATORIA,N,3,ZUAZUA,ESPOSO,1
3342,7,SOLTERO,PRIMARIA,N,3,APODACA,NINGUNO,1
3343,28,CASADO,TÉCNICO,N,3,APODACA,HIJO,1
3344,4,SOLTERO,NINGUNO,T,3,MONTERREY,NINGUNO,1
3345,19,CASADO,SECUNDARIA,T,3,MONTERREY,CONCUBINO,1
3346,31,SOLTERO,PRIMARIA,N,3,ESCOBEDO,EXESPOSO,1
3347,38,CASADO,SECUNDARIA,N,3,MONTERREY,NINGUNO,1
3348,26,SOLTERO,SECUNDARIA,T,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3350,44,CASADO,PRIMARIA,N,3,MONTERREY,NINGUNO,1
3351,26,SOLTERO,SECUNDARIA,N,3,APODACA,ESPOSO,1
3352,15,SOLTERO,SECUNDARIA,M,3,EL CARMEN,HIJO,1
3353,32,CASADO,SECUNDARIA,T,3,JUÁREZ,CONCUBINO,1
3354,31,SOLTERO,TÉCNICO,T,3,JUÁREZ,EXESPOSO,1
3355,36,CASADO,NINGUNO,T,3,SAN PEDRO GARZA GARCÍA,ESPOSO,1
3356,44,CASADO,TÉCNICO,N,3,EL CARMEN,NINGUNO,1
3357,26,CASADO,SECUNDARIA,N,3,MONTERREY,NINGUNO,1
3358,38,CASADO,SECUNDARIA,T,3,GUADALUPE,ESPOSO,1
3359,36,CASADO,SECUNDARIA,T,3,ESCOBEDO,ESPOSO,1
3360,28,CASADO,LICENCIATURA,M,3,MONTERREY,NINGUNO,1
3361,29,CASADO,LICENCIATURA,M,3,MONTERREY,CONCUBINO,1
3362,25,CASADO,SECUNDARIA,N,3,JUÁREZ,MADRE,1
3363,44,CASADO,SECUNDARIA,T,3,JUÁREZ,ESPOSO,1
3364,26,CASADO,TÉCNICO,T,3,JUÁREZ,CONCUBINO,1
3365,30,CASADO,PREPARATORIA,M,3,JUÁREZ,ESPOSO,1
3366,41,SOLTERO,PREPARATORIA,T,3,MONTERREY,EXESPOSO,1
3367,34,CASADO,SECUNDARIA,N,3,GARCÍA,CONCUBINO,1
3368,33,CASADO,LICENCIATURA,T,3,MONTERREY,NINGUNO,1
3369,78,CASADO,SECUNDARIA,M,3,MONTERREY,NINGUNO,1
3370,32,CASADO,SECUNDARIA,T,3,JUÁREZ,NINGUNO,1
3371,43,CASADO,PREPARATORIA,N,3,SAN PEDRO GARZA GARCÍA,NINGUNO,1
3372,27,SOLTERO,NINGUNO,T,3,MONTEMORELOS,NINGUNO,1
3373,27,CASADO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3374,26,CASADO,PRIMARIA,N,3,MONTERREY,ESPOSO,1
3375,40,SOLTERO,SECUNDARIA,T,3,MONTEMORELOS,NINGUNO,1
3376,33,CASADO,SECUNDARIA,N,3,PESQUERÍA,CONCUBINO,1
3377,38,CASADO,PREPARATORIA,T,3,ESCOBEDO,UL,1
3378,45,CASADO,SECUNDARIA,N,3,JUÁREZ,ESPOSO,1
3379,19,CASADO,PRIMARIA,N,3,ESCOBEDO,CONCUBINO,1
3380,51,CASADO,SECUNDARIA,T,3,ESCOBEDO,ESPOSO,1
3381,28,CASADO,SECUNDARIA,M,3,APODACA,ESPOSO,1
3382,37,CASADO,TÉCNICO,N,3,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
3383,20,CASADO,SECUNDARIA,M,3,JUÁREZ,NINGUNO,1
3384,33,CASADO,SECUNDARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3385,29,CASADO,PREPARATORIA,T,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3386,27,CASADO,LICENCIATURA,T,3,MONTERREY,CONCUBINO,1
3387,35,CASADO,LICENCIATURA,M,3,MONTERREY,ESPOSO,1
3388,58,CASADO,PRIMARIA,T,3,MONTERREY,PADRE,1
3389,35,SOLTERO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3390,25,CASADO,SECUNDARIA,N,3,MONTERREY,ESPOSO,1
3391,2,SOLTERO,NINGUNO,T,3,MONTERREY,NINGUNO,1
3392,56,CASADO,SECUNDARIA,T,3,MONTERREY,MADRE,1
3393,86,SOLTERO,PRIMARIA,N,3,MONTERREY,NINGUNO,1
3394,38,CASADO,PREPARATORIA,T,3,MONTERREY,NINGUNO,1
3395,6,SOLTERO,NINGUNO,T,3,MONTERREY,MADRE,1
3396,25,CASADO,SECUNDARIA,N,3,MONTERREY,CONCUBINO,1
3397,21,CASADO,PRIMARIA,T,3,SANTA CATARINA,UL,1
3398,43,SOLTERO,LICENCIATURA,M,3,MONTERREY,EXESPOSO,1
3399,36,CASADO,SECUNDARIA,N,3,MONTERREY,ESPOSO,1
3400,23,CASADO,SECUNDARIA,N,3,MONTERREY,NINGUNO,1
3401,80,SOLTERO,TÉCNICO,M,3,MONTERREY,NIETO,1
3402,71,CASADO,PRIMARIA,T,3,MONTERREY,PADRE,1
3403,13,SOLTERO,PRIMARIA,N,3,MONTERREY,PADRE,1
3404,58,CASADO,PREPARATORIA,T,3,MONTERREY,ESPOSO,1
3405,41,CASADO,PREPARATORIA,N,3,MONTERREY,UL,1
3406,24,CASADO,SECUNDARIA,M,3,MONTERREY,NINGUNO,1
3407,28,CASADO,PREPARATORIA,N,3,SALINAS VICTORIA,CONCUBINO,1
3408,26,CASADO,PRIMARIA,M,3,ESCOBEDO,NINGUNO,1
3409,27,CASADO,PRIMARIA,M,3,ESCOBEDO,UL,1
3410,23,CASADO,TÉCNICO,T,3,ZUAZUA,NINGUNO,1
3411,56,CASADO,LICENCIATURA,M,3,MONTERREY,NINGUNO,1
3412,81,CASADO,LICENCIATURA,M,3,MONTERREY,ESPOSO,1
3413,18,SOLTERO,PREPARATORIA,N,3,MONTERREY,NINGUNO,1
3414,43,SOLTERO,TÉCNICO,N,3,MONTERREY,NINGUNO,1
3415,27,CASADO,SECUNDARIA,N,3,ESCOBEDO,ESPOSO,1
3416,33,CASADO,SECUNDARIA,T,3,ESCOBEDO,CONCUBINO,1
3417,27,CASADO,SECUNDARIA,M,3,EL CARMEN,NINGUNO,1
3418,26,SOLTERO,PRIMARIA,M,3,GUADALUPE,ESPOSO,1
3419,37,SOLTERO,SECUNDARIA,N,3,SALINAS VICTORIA,CONCUBINO,1
3420,40,CASADO,SECUNDARIA,T,3,MONTERREY,ESPOSO,1
3421,50,CASADO,TÉCNICO,T,3,MONTERREY,ESPOSO,1
3422,29,SOLTERO,PREPARATORIA,M,3,ESCOBEDO,EXESPOSO,1
3423,41,CASADO,SECUNDARIA,T,3,ESCOBEDO,NINGUNO,1
3424,26,CASADO,SECUNDARIA,M,3,GARCÍA,CONCUBINO,1
3425,31,SOLTERO,PREPARATORIA,N,3,EL CARMEN,ESPOSO,1
3426,33,CASADO,SECUNDARIA,M,3,EL CARMEN,CONCUBINO,1
3427,29,CASADO,SECUNDARIA,T,3,GARCÍA,CONCUBINO,1
3428,47,CASADO,PRIMARIA,M,3,MONTERREY,MADRE,1
3429,38,CASADO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3430,22,CASADO,TÉCNICO,N,3,GUADALUPE,CONCUBINO,1
3431,37,CASADO,SECUNDARIA,T,3,GUADALUPE,NINGUNO,1
3432,30,SOLTERO,SECUNDARIA,N,3,ESCOBEDO,CONCUBINO,1
3433,56,CASADO,LICENCIATURA,T,3,MONTERREY,ESPOSO,1
3434,24,CASADO,PRIMARIA,T,3,ESCOBEDO,NINGUNO,1
3435,39,SOLTERO,LICENCIATURA,T,3,GUADALUPE,NINGUNO,1
3436,27,CASADO,PRIMARIA,M,3,SAN PEDRO GARZA GARCÍA,UL,1
3437,50,CASADO,PRIMARIA,T,3,HIDALGO,CONCUBINO,1
3438,27,CASADO,SECUNDARIA,M,3,HIDALGO,CONCUBINO,1
3439,30,CASADO,PREPARATORIA,M,3,ESCOBEDO,NINGUNO,1
3440,38,CASADO,LICENCIATURA,T,3,MONTERREY,NINGUNO,1
3441,41,CASADO,SECUNDARIA,N,3,MONTERREY,NINGUNO,1
3442,29,SOLTERO,SECUNDARIA,T,3,MONTERREY,ESPOSO,1
3443,37,CASADO,SECUNDARIA,T,3,MONTERREY,ESPOSO,1
3444,17,CASADO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3445,33,SOLTERO,PREPARATORIA,M,3,MONTERREY,NINGUNO,1
3446,19,CASADO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3447,33,CASADO,PREPARATORIA,T,3,MONTERREY,NINGUNO,1
3448,40,CASADO,SECUNDARIA,T,3,MONTERREY,CONCUBINO,1
3449,33,CASADO,TÉCNICO,T,3,MONTERREY,NINGUNO,1
3450,37,CASADO,LICENCIATURA,N,3,MONTERREY,CONCUBINO,1
3451,29,CASADO,PRIMARIA,N,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3452,43,CASADO,PRIMARIA,T,3,ESCOBEDO,ESPOSO,1
3453,28,CASADO,SECUNDARIA,N,3,GUADALUPE,UL,1
3454,52,CASADO,NINGUNO,N,3,MONTERREY,NINGUNO,1
3455,24,CASADO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3456,32,CASADO,SECUNDARIA,M,3,MONTERREY,ESPOSO,1
3457,73,CASADO,TÉCNICO,T,3,MONTERREY,PADRE,1
3458,1,SOLTERO,NINGUNO,T,3,MONTERREY,NINGUNO,1
3459,16,SOLTERO,SECUNDARIA,T,3,MONTERREY,HIJO,1
3460,16,CASADO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3461,36,CASADO,PRIMARIA,T,3,MONTERREY,NINGUNO,1
3462,26,CASADO,SECUNDARIA,T,3,GUADALUPE,CONCUBINO,1
3463,45,CASADO,SECUNDARIA,N,3,ESCOBEDO,CONCUBINO,1
3464,56,CASADO,SECUNDARIA,T,3,APODACA,ESPOSO,1
3465,41,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3466,38,CASADO,SECUNDARIA,M,3,APODACA,NINGUNO,1
3467,47,CASADO,SECUNDARIA,M,3,APODACA,ESPOSO,1
3468,28,SOLTERO,TÉCNICO,M,3,APODACA,NINGUNO,1
3469,36,SOLTERO,LICENCIATURA,N,3,APODACA,NINGUNO,1
3470,32,CASADO,PREPARATORIA,T,3,APODACA,CONCUBINO,1
3471,51,CASADO,PRIMARIA,M,3,MONTERREY,NINGUNO,1
3472,34,CASADO,TÉCNICO,M,3,GARCÍA,CONCUBINO,1
3473,31,CASADO,PREPARATORIA,T,3,GUADALUPE,CONCUBINO,1
3474,39,CASADO,PRIMARIA,N,3,JUÁREZ,NINGUNO,1
3475,36,CASADO,TÉCNICO,N,3,MARÍN,ESPOSO,1
3476,45,CASADO,TÉCNICO,M,3,PESQUERÍA,NINGUNO,1
3477,30,CASADO,PREPARATORIA,N,3,SANTIAGO,ESPOSO,1
3478,39,CASADO,PREPARATORIA,M,3,APODACA,ESPOSO,1
3479,37,CASADO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3480,41,SOLTERO,TÉCNICO,N,3,GUADALUPE,ESPOSO,1
3481,43,CASADO,SECUNDARIA,N,3,APODACA,NINGUNO,1
3482,46,CASADO,SECUNDARIA,T,3,GARCÍA,MADRE,1
3483,24,CASADO,SECUNDARIA,M,3,JUÁREZ,CONCUBINO,1
3484,30,CASADO,TÉCNICO,N,3,SAN NICOLÁS DE LOS GARZA,ESPOSO,1
3485,26,CASADO,SECUNDARIA,N,3,APODACA,NINGUNO,1
3486,52,SOLTERO,SECUNDARIA,N,3,APODACA,ESPOSO,1
3487,28,CASADO,PREPARATORIA,M,3,SANTA CATARINA,UL,1
3488,38,CASADO,SECUNDARIA,N,3,APODACA,ESPOSO,1
3489,16,CASADO,SECUNDARIA,T,3,APODACA,ESPOSO,1
3490,27,CASADO,SECUNDARIA,N,3,GUADALUPE,CONCUBINO,1
3491,41,CASADO,PRIMARIA,N,3,GUADALUPE,ESPOSO,1
3492,36,CASADO,PRIMARIA,N,3,GUADALUPE,ESPOSO,1
3493,26,CASADO,PRIMARIA,N,3,GARCÍA,ESPOSO,1
3494,33,CASADO,TÉCNICO,N,3,APODACA,ESPOSO,1
3495,47,CASADO,TÉCNICO,T,3,GUADALUPE,ESPOSO,1
3496,28,CASADO,TÉCNICO,T,3,SAN PEDRO GARZA GARCÍA,ESPOSO,1
3497,26,CASADO,SECUNDARIA,T,3,MONTERREY,NINGUNO,1
3498,25,CASADO,SECUNDARIA,N,3,GUADALUPE,CONCUBINO,1
3499,39,CASADO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3500,63,CASADO,PREPARATORIA,T,3,GUADALUPE,ESPOSO,1
3501,11,SOLTERO,PRIMARIA,T,3,GUADALUPE,HIJO,1
3502,30,CASADO,SECUNDARIA,T,3,GUADALUPE,ESPOSO,1
3503,2,SOLTERO,NINGUNO,T,3,APODACA,NINGUNO,1
3504,21,CASADO,SECUNDARIA,T,3,APODACA,NINGUNO,1
3505,7,SOLTERO,PRIMARIA,M,3,GUADALUPE,NINGUNO,1
3506,26,CASADO,SECUNDARIA,M,3,GUADALUPE,NINGUNO,1
3507,16,SOLTERO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3508,34,CASADO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3509,21,CASADO,PREPARATORIA,M,3,GUADALUPE,NINGUNO,1
3510,76,SOLTERO,PRIMARIA,M,3,GUADALUPE,NIETO,1
3511,8,SOLTERO,PRIMARIA,N,3,PESQUERÍA,HIJO,1
3512,12,SOLTERO,SECUNDARIA,N,3,PESQUERÍA,HIJO,1
3513,39,CASADO,PRIMARIA,N,3,PESQUERÍA,ESPOSO,1
3514,7,SOLTERO,PRIMARIA,T,3,PESQUERÍA,HIJO,1
3515,7,SOLTERO,PRIMARIA,T,3,PESQUERÍA,HIJO,1
3516,9,SOLTERO,PRIMARIA,T,3,PESQUERÍA,HIJO,1
3517,29,CASADO,SECUNDARIA,T,3,PESQUERÍA,NINGUNO,1
3518,31,CASADO,PRIMARIA,T,3,ESCOBEDO,CONCUBINO,1
3519,29,CASADO,PRIMARIA,N,3,ESCOBEDO,CONCUBINO,1
3520,30,CASADO,SECUNDARIA,T,3,CERRALVO,EXESPOSO,1
3521,26,CASADO,SECUNDARIA,N,3,APODACA,ESPOSO,1
3522,21,CASADO,TÉCNICO,T,3,CADEREYTA JIMÉNEZ,NINGUNO,1
3523,37,CASADO,SECUNDARIA,M,3,APODACA,ESPOSO,1
3524,21,SOLTERO,PRIMARIA,T,3,SALINAS VICTORIA,EXESPOSO,1
3525,34,CASADO,SECUNDARIA,T,3,MELCHOR OCAMPO,ESPOSO,1
3526,39,CASADO,PRIMARIA,T,3,ESCOBEDO,ESPOSO,1
3527,21,CASADO,SECUNDARIA,T,3,SAN NICOLÁS DE LOS GARZA,NINGUNO,1
3528,43,CASADO,PRIMARIA,M,3,GUADALUPE,NINGUNO,1
3529,20,SOLTERO,SECUNDARIA,N,3,GUADALUPE,NINGUNO,1
3530,40,CASADO,SECUNDARIA,N,3,ESCOBEDO,CONCUBINO,1
3531,1,SOLTERO,NINGUNO,M,3,GUADALUPE,PADRE,1
3532,56,SOLTERO,SECUNDARIA,N,3,GARCÍA,HIJO,1
3533,25,CASADO,SECUNDARIA,T,3,GARCÍA,ESPOSO,1
3534,10,SOLTERO,PRIMARIA,T,3,GUADALUPE,MADRE,1
3535,26,SOLTERO,LICENCIATURA,T,3,GARCÍA,NINGUNO,1
3536,19,CASADO,SECUNDARIA,T,3,GUADALUPE,NINGUNO,1
3537,44,CASADO,PREPARATORIA,N,3,SANTA CATARINA,ESPOSO,1
