edad_a,edad_v,escolaridad,hora,mes,mpio,parentesco,sexo_a,sexo_v
46,47,PRIMARIA,1,7,APODACA,NINGUNO,0,1
19,54,LICENCIATURA,2,7,APODACA,NINGUNO,1,0
41,19,PREPARATORIA,0,7,APODACA,NINGUNO,0,0
38,37,PRIMARIA,1,7,ZUAZUA,ESPOSO,0,1
45,52,LICENCIATURA,2,7,SANTA CATARINA,ESPOSO,0,1
27,27,SECUNDARIA,0,7,ZUAZUA,EXESPOSO,1,0
23,16,PRIMARIA,2,7,ZUAZUA,CONCUBINO,0,1
42,30,SECUNDARIA,2,7,MONTERREY,CONCUBINO,0,1
33,56,NINGUNO,1,7,MONTERREY,NINGUNO,0,1
40,9,NINGUNO,0,7,MONTERREY,HIJO,0,0
28,27,LICENCIATURA,0,7,MONTERREY,NINGUNO,0,1
29,50,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,0
39,30,PRIMARIA,2,7,MONTERREY,NINGUNO,0,1
38,41,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,1
50,42,SECUNDARIA,0,7,ALLENDE,ESPOSO,0,1
55,56,PRIMARIA,1,7,ALLENDE,ESPOSO,0,1
20,15,PRIMARIA,0,7,MONTERREY,CONCUBINO,0,1
46,19,PREPARATORIA,1,7,APODACA,NINGUNO,0,0
38,29,LICENCIATURA,2,7,APODACA,CONCUBINO,0,1
29,23,PREPARATORIA,0,7,APODACA,NINGUNO,0,1
28,24,SECUNDARIA,0,7,APODACA,MADRE,0,1
29,26,SECUNDARIA,2,7,APODACA,CONCUBINO,0,1
29,25,SECUNDARIA,0,7,APODACA,NINGUNO,0,1
28,27,LICENCIATURA,1,7,APODACA,NINGUNO,0,1
43,45,TÉCNICO,2,7,APODACA,NINGUNO,0,1
33,31,SECUNDARIA,2,7,APODACA,CONCUBINO,0,1
28,27,SECUNDARIA,1,7,APODACA,NINGUNO,0,1
51,48,TÉCNICO,2,7,APODACA,ESPOSO,0,1
37,38,PREPARATORIA,2,7,APODACA,ESPOSO,1,0
41,41,SECUNDARIA,0,7,CERRALVO,CONCUBINO,0,1
28,30,LICENCIATURA,1,7,CADEREYTA JIMÉNEZ,ESPOSO,1,0
28,25,SECUNDARIA,1,7,CADEREYTA JIMÉNEZ,NINGUNO,0,1
35,30,SECUNDARIA,2,7,CHINA,CONCUBINO,0,1
45,38,SECUNDARIA,1,7,GALEANA,EXESPOSO,0,1
64,61,PRIMARIA,0,7,GUADALUPE,NINGUNO,0,0
33,28,PREPARATORIA,2,7,HIDALGO,ESPOSO,0,1
27,26,SECUNDARIA,2,7,ESCOBEDO,NINGUNO,0,1
27,19,PREPARATORIA,1,7,ESCOBEDO,CONCUBINO,0,1
36,36,SECUNDARIA,0,7,ESCOBEDO,CONCUBINO,0,1
28,29,PREPARATORIA,1,7,ESCOBEDO,NINGUNO,1,1
28,28,SECUNDARIA,1,7,ESCOBEDO,CONCUBINO,0,1
28,51,SECUNDARIA,2,7,GALEANA,NINGUNO,1,0
29,28,SECUNDARIA,2,7,GALEANA,NINGUNO,0,0
42,40,SECUNDARIA,2,7,GUADALUPE,NINGUNO,1,0
38,40,TÉCNICO,1,7,MONTERREY,NINGUNO,0,1
32,22,PREPARATORIA,2,7,MONTERREY,EXESPOSO,0,1
62,60,TÉCNICO,1,7,JUÁREZ,ESPOSO,0,1
23,21,PREPARATORIA,0,7,MONTERREY,ESPOSO,0,1
33,24,SECUNDARIA,1,7,MONTERREY,CONCUBINO,0,1
49,27,SECUNDARIA,1,7,MONTEMORELOS,NINGUNO,0,1
24,38,SECUNDARIA,2,7,PESQUERÍA,ESPOSO,0,1
65,53,PRIMARIA,1,7,PESQUERÍA,ESPOSO,0,1
19,24,SECUNDARIA,2,7,PESQUERÍA,NINGUNO,1,0
43,30,PREPARATORIA,1,7,PESQUERÍA,EXESPOSO,0,1
28,39,SECUNDARIA,0,7,PESQUERÍA,UL,0,1
31,24,SECUNDARIA,1,7,ALLENDE,CONCUBINO,0,1
28,66,PRIMARIA,0,7,ALLENDE,HIJO,0,0
49,30,SECUNDARIA,1,7,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
36,33,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
53,41,PREPARATORIA,2,7,APODACA,ESPOSO,0,1
21,19,PRIMARIA,0,7,MONTERREY,CONCUBINO,0,1
24,45,TÉCNICO,1,7,MONTERREY,NINGUNO,0,1
32,64,PRIMARIA,1,7,MONTERREY,NINGUNO,0,0
27,37,PREPARATORIA,1,7,MONTERREY,CONCUBINO,0,1
40,36,SECUNDARIA,0,7,SALINAS VICTORIA,ESPOSO,0,1
38,35,SECUNDARIA,0,7,EL CARMEN,ESPOSO,0,1
38,41,LICENCIATURA,0,7,ESCOBEDO,ESPOSO,1,0
38,44,SECUNDARIA,2,7,EL CARMEN,ESPOSO,0,1
27,25,SECUNDARIA,2,7,EL CARMEN,CONCUBINO,0,1
22,26,PREPARATORIA,1,7,EL CARMEN,CONCUBINO,0,1
45,44,PRIMARIA,1,7,ESCOBEDO,ESPOSO,0,1
48,47,SECUNDARIA,1,7,ESCOBEDO,ESPOSO,0,1
21,16,SECUNDARIA,0,7,EL CARMEN,CONCUBINO,0,1
28,27,PREPARATORIA,2,7,ESCOBEDO,NINGUNO,0,1
40,34,SECUNDARIA,1,7,EL CARMEN,ESPOSO,0,1
38,34,PRIMARIA,1,7,ESCOBEDO,NINGUNO,0,1
33,27,SECUNDARIA,1,7,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
56,38,TÉCNICO,2,7,MONTERREY,NINGUNO,1,1
32,27,PREPARATORIA,2,7,MONTERREY,ESPOSO,1,1
18,23,SECUNDARIA,0,7,MONTERREY,NINGUNO,0,1
21,20,SECUNDARIA,1,7,APODACA,ESPOSO,0,1
36,33,SECUNDARIA,2,7,ESCOBEDO,CONCUBINO,0,1
35,35,NINGUNO,2,7,ESCOBEDO,CONCUBINO,0,1
41,39,SECUNDARIA,2,7,ESCOBEDO,ESPOSO,0,1
33,40,PRIMARIA,2,7,ESCOBEDO,NINGUNO,0,0
42,38,SECUNDARIA,1,7,GUADALUPE,NINGUNO,1,0
33,22,SECUNDARIA,1,7,GUADALUPE,NINGUNO,0,1
48,42,TÉCNICO,2,7,GUADALUPE,UL,0,1
68,64,PRIMARIA,0,7,GUADALUPE,ESPOSO,0,1
23,22,PRIMARIA,1,7,JUÁREZ,NINGUNO,0,1
37,36,PREPARATORIA,1,7,JUÁREZ,ESPOSO,1,0
28,34,TÉCNICO,1,7,JUÁREZ,MADRE,0,1
24,23,PREPARATORIA,1,7,JUÁREZ,CONCUBINO,0,1
26,24,SECUNDARIA,2,7,JUÁREZ,UL,0,1
35,33,LICENCIATURA,2,7,SANTA CATARINA,ESPOSO,0,1
48,48,SECUNDARIA,2,7,JUÁREZ,ESPOSO,0,1
50,30,SECUNDARIA,2,7,JUÁREZ,MADRE,1,1
28,27,SECUNDARIA,1,7,SANTA CATARINA,ESPOSO,0,1
33,30,LICENCIATURA,0,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
23,27,LICENCIATURA,1,7,SAN NICOLÁS DE LOS GARZA,CONCUBINO,1,0
34,35,SECUNDARIA,0,7,CIÉNEGA DE FLORES,CONCUBINO,0,1
25,32,LICENCIATURA,1,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
33,31,SECUNDARIA,2,7,CIÉNEGA DE FLORES,CONCUBINO,0,1
21,26,SECUNDARIA,0,7,GARCÍA,NINGUNO,0,1
42,21,SECUNDARIA,1,7,GARCÍA,MADRE,1,1
38,58,PRIMARIA,1,7,GARCÍA,HIJO,0,1
33,28,SECUNDARIA,2,7,GARCÍA,NINGUNO,0,1
23,39,TÉCNICO,2,7,GARCÍA,CONCUBINO,0,1
28,42,SECUNDARIA,2,7,SANTA CATARINA,NINGUNO,0,1
28,31,SECUNDARIA,1,7,SANTA CATARINA,NINGUNO,0,1
50,42,TÉCNICO,2,7,SANTA CATARINA,NINGUNO,0,1
36,33,SECUNDARIA,0,7,ZUAZUA,NINGUNO,0,1
48,45,SECUNDARIA,1,7,APODACA,ESPOSO,0,1
28,24,SECUNDARIA,2,7,APODACA,CONCUBINO,0,1
27,8,PRIMARIA,2,7,APODACA,NINGUNO,0,1
24,24,TÉCNICO,2,7,APODACA,ESPOSO,0,1
45,48,PREPARATORIA,1,7,APODACA,NINGUNO,1,0
42,44,SECUNDARIA,1,7,APODACA,NINGUNO,0,1
49,8,PRIMARIA,1,7,APODACA,NIETO,1,1
36,18,PREPARATORIA,1,7,APODACA,NINGUNO,1,0
28,75,NINGUNO,2,7,APODACA,NINGUNO,0,1
34,38,SECUNDARIA,2,7,APODACA,ESPOSO,0,1
34,37,TÉCNICO,2,7,APODACA,ESPOSO,0,1
34,33,PREPARATORIA,1,7,APODACA,NINGUNO,0,1
29,30,SECUNDARIA,2,7,PESQUERÍA,UL,0,1
24,21,SECUNDARIA,1,7,APODACA,ESPOSO,0,0
35,18,SECUNDARIA,1,7,APODACA,MADRE,1,0
38,18,SECUNDARIA,1,7,APODACA,HIJO,0,1
34,35,SECUNDARIA,0,7,APODACA,CONCUBINO,0,1
23,20,SECUNDARIA,2,7,ZUAZUA,NINGUNO,0,1
44,37,SECUNDARIA,1,7,APODACA,ESPOSO,0,1
33,26,TÉCNICO,2,7,APODACA,ESPOSO,0,1
45,40,TÉCNICO,2,7,APODACA,NINGUNO,0,1
43,38,TÉCNICO,1,7,APODACA,NINGUNO,0,1
37,29,SECUNDARIA,1,7,PESQUERÍA,NINGUNO,0,1
38,34,SECUNDARIA,2,7,APODACA,NINGUNO,0,0
32,30,TÉCNICO,1,7,PESQUERÍA,ESPOSO,0,1
28,25,SECUNDARIA,2,7,APODACA,UL,0,1
26,21,SECUNDARIA,2,7,APODACA,CONCUBINO,0,1
28,30,TÉCNICO,0,7,APODACA,EXESPOSO,1,0
38,40,SECUNDARIA,1,7,CERRALVO,CONCUBINO,0,1
33,28,SECUNDARIA,1,7,APODACA,UL,0,1
27,26,SECUNDARIA,1,7,APODACA,CONCUBINO,0,1
27,26,PREPARATORIA,1,7,APODACA,EXESPOSO,0,1
49,48,SECUNDARIA,0,7,APODACA,ESPOSO,0,1
33,38,SECUNDARIA,0,7,APODACA,NINGUNO,1,0
28,24,SECUNDARIA,1,7,MONTERREY,ESPOSO,0,1
38,37,LICENCIATURA,1,7,MONTERREY,NINGUNO,0,1
20,41,PRIMARIA,1,7,MONTERREY,MADRE,0,1
38,61,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,0
33,25,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,1
40,28,PREPARATORIA,0,7,MONTERREY,NINGUNO,1,0
39,39,SECUNDARIA,2,7,MONTERREY,ESPOSO,0,1
38,26,LICENCIATURA,0,7,APODACA,NINGUNO,0,1
48,48,SECUNDARIA,0,7,APODACA,NINGUNO,0,1
37,32,SECUNDARIA,0,7,APODACA,ESPOSO,0,1
26,26,SECUNDARIA,2,7,APODACA,NINGUNO,0,1
44,37,PREPARATORIA,1,7,APODACA,NINGUNO,0,1
28,31,SECUNDARIA,1,7,ARAMBERRI,NINGUNO,0,1
33,31,PREPARATORIA,2,7,CADEREYTA JIMÉNEZ,NINGUNO,0,0
30,28,LICENCIATURA,1,7,CADEREYTA JIMÉNEZ,ESPOSO,0,1
38,27,SECUNDARIA,2,7,CADEREYTA JIMÉNEZ,UL,0,1
31,21,PRIMARIA,1,7,MONTERREY,ESPOSO,0,1
19,33,SECUNDARIA,2,7,JUÁREZ,CONCUBINO,0,1
23,20,SECUNDARIA,2,7,GARCÍA,CONCUBINO,0,1
23,31,SECUNDARIA,0,7,GARCÍA,NINGUNO,1,0
64,63,PRIMARIA,0,7,GUADALUPE,NINGUNO,1,0
23,20,SECUNDARIA,2,7,JUÁREZ,MADRE,0,1
44,53,LICENCIATURA,0,7,MONTERREY,NINGUNO,1,0
23,31,SECUNDARIA,1,7,MONTEMORELOS,NINGUNO,1,0
38,37,SECUNDARIA,2,7,MONTEMORELOS,NINGUNO,0,1
38,21,SECUNDARIA,2,7,PESQUERÍA,NINGUNO,0,1
24,27,SECUNDARIA,2,7,PESQUERÍA,ESPOSO,0,1
34,23,LICENCIATURA,2,7,PESQUERÍA,ESPOSO,0,1
21,21,TÉCNICO,1,7,PESQUERÍA,ESPOSO,0,1
36,34,SECUNDARIA,2,7,PESQUERÍA,NINGUNO,0,1
30,35,LICENCIATURA,2,7,PESQUERÍA,ESPOSO,0,1
37,34,TÉCNICO,1,7,MONTEMORELOS,NINGUNO,0,1
28,31,PREPARATORIA,2,7,APODACA,NINGUNO,0,0
54,17,PRIMARIA,0,7,APODACA,HIJO,1,1
32,26,LICENCIATURA,2,7,APODACA,NINGUNO,0,1
40,33,PRIMARIA,1,7,PESQUERÍA,ESPOSO,0,1
40,39,TÉCNICO,0,7,MONTERREY,NINGUNO,0,1
35,36,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,1
37,61,PRIMARIA,1,7,MONTERREY,NINGUNO,0,1
33,31,PRIMARIA,2,7,MONTERREY,NINGUNO,0,1
52,68,PREPARATORIA,2,7,MONTERREY,ESPOSO,1,0
28,19,SECUNDARIA,2,7,MONTEMORELOS,NINGUNO,0,1
21,31,PRIMARIA,1,7,MONTEMORELOS,ESPOSO,0,1
38,9,PRIMARIA,0,7,APODACA,NINGUNO,1,1
43,38,SECUNDARIA,0,7,JUÁREZ,EXESPOSO,0,1
33,31,PREPARATORIA,2,7,JUÁREZ,CONCUBINO,0,1
34,24,PREPARATORIA,2,7,MONTERREY,NINGUNO,0,1
41,31,PRIMARIA,0,7,MONTERREY,CONCUBINO,0,1
27,26,LICENCIATURA,1,7,GUADALUPE,ESPOSO,0,1
34,39,TÉCNICO,1,7,GUADALUPE,NINGUNO,0,1
19,20,SECUNDARIA,1,7,GUADALUPE,CONCUBINO,0,1
38,56,NINGUNO,1,7,MONTERREY,NINGUNO,1,1
34,29,SECUNDARIA,0,7,GARCÍA,CONCUBINO,0,1
21,20,SECUNDARIA,1,7,SANTA CATARINA,NINGUNO,0,1
20,24,PREPARATORIA,0,7,GARCÍA,CONCUBINO,0,1
49,44,SECUNDARIA,1,7,GARCÍA,ESPOSO,0,1
36,34,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
38,32,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
41,69,PRIMARIA,1,7,SANTA CATARINA,HIJO,0,1
48,39,LICENCIATURA,1,7,SANTA CATARINA,NINGUNO,0,1
33,20,SECUNDARIA,2,7,GARCÍA,NINGUNO,0,1
18,40,SECUNDARIA,0,7,GARCÍA,NINGUNO,0,1
36,27,SECUNDARIA,1,7,SANTA CATARINA,UL,0,1
19,31,PREPARATORIA,0,7,GARCÍA,ESPOSO,0,1
38,33,PREPARATORIA,2,7,SANTA CATARINA,ESPOSO,0,1
31,37,SECUNDARIA,0,7,PESQUERÍA,ESPOSO,1,0
42,23,PREPARATORIA,2,7,CERRALVO,NINGUNO,0,1
25,23,SECUNDARIA,1,7,PESQUERÍA,CONCUBINO,0,1
43,43,PREPARATORIA,1,7,APODACA,NINGUNO,0,1
46,37,SECUNDARIA,1,7,APODACA,NINGUNO,0,1
37,61,LICENCIATURA,1,7,MONTERREY,NINGUNO,0,0
51,51,LICENCIATURA,0,7,MONTERREY,EXESPOSO,0,1
41,43,PREPARATORIA,2,7,MONTERREY,CONCUBINO,1,0
21,24,SECUNDARIA,2,7,APODACA,NINGUNO,1,0
30,28,SECUNDARIA,1,7,CIÉNEGA DE FLORES,ESPOSO,0,1
31,44,TÉCNICO,2,7,GARCÍA,NINGUNO,0,1
20,26,SECUNDARIA,0,7,GARCÍA,CONCUBINO,1,0
26,45,SECUNDARIA,2,7,GUADALUPE,MADRE,0,1
30,28,SECUNDARIA,2,7,PESQUERÍA,ESPOSO,0,1
23,33,SECUNDARIA,0,7,PESQUERÍA,NINGUNO,0,1
30,29,LICENCIATURA,2,7,CADEREYTA JIMÉNEZ,ESPOSO,0,1
27,36,SECUNDARIA,2,7,CADEREYTA JIMÉNEZ,UL,1,0
19,12,PRIMARIA,0,7,GUADALUPE,MADRE,1,1
56,33,PRIMARIA,1,7,MONTERREY,NINGUNO,1,1
38,35,SECUNDARIA,0,7,MONTERREY,EXESPOSO,0,1
28,27,SECUNDARIA,1,7,MONTERREY,CONCUBINO,0,1
20,21,PREPARATORIA,1,7,SAN NICOLÁS DE LOS GARZA,EXESPOSO,1,0
36,9,PRIMARIA,1,7,APODACA,NINGUNO,1,1
43,41,SECUNDARIA,0,7,PESQUERÍA,CONCUBINO,0,1
29,25,PREPARATORIA,1,7,APODACA,NINGUNO,0,1
38,34,PREPARATORIA,1,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
65,27,SECUNDARIA,1,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
61,66,LICENCIATURA,0,7,MONTERREY,NINGUNO,1,0
31,31,SECUNDARIA,2,7,MONTERREY,NINGUNO,0,1
23,24,SECUNDARIA,1,7,MONTERREY,NINGUNO,0,1
38,46,PRIMARIA,0,7,MONTERREY,ESPOSO,0,1
48,46,PRIMARIA,2,7,MONTERREY,NINGUNO,0,1
37,40,LICENCIATURA,1,7,SAN PEDRO GARZA GARCÍA,NINGUNO,1,0
36,28,SECUNDARIA,1,7,ZUAZUA,NINGUNO,0,1
36,48,PREPARATORIA,1,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
21,19,SECUNDARIA,1,7,GUADALUPE,NINGUNO,0,1
74,69,TÉCNICO,0,7,GUADALUPE,ESPOSO,0,0
36,28,SECUNDARIA,0,7,GUADALUPE,ESPOSO,0,1
60,57,SECUNDARIA,0,7,GUADALUPE,NINGUNO,0,1
28,30,SECUNDARIA,2,7,GUADALUPE,UL,0,1
30,38,TÉCNICO,0,7,GUADALUPE,NINGUNO,0,1
31,27,SECUNDARIA,0,7,GUADALUPE,ESPOSO,0,1
38,26,PRIMARIA,1,7,JUÁREZ,NINGUNO,0,1
19,18,PRIMARIA,1,7,JUÁREZ,NINGUNO,0,1
23,25,PREPARATORIA,2,7,JUÁREZ,CONCUBINO,0,1
33,35,SECUNDARIA,2,7,JUÁREZ,CONCUBINO,0,1
18,34,PRIMARIA,0,7,JUÁREZ,NOVIO,0,1
25,27,PREPARATORIA,1,7,CIÉNEGA DE FLORES,NINGUNO,0,1
53,50,SECUNDARIA,0,7,CIÉNEGA DE FLORES,CONCUBINO,0,1
28,39,PREPARATORIA,1,7,CIÉNEGA DE FLORES,CONCUBINO,1,0
21,21,PREPARATORIA,2,7,GUADALUPE,ESPOSO,0,1
24,25,SECUNDARIA,1,7,ZUAZUA,NINGUNO,1,0
34,32,SECUNDARIA,1,7,ZUAZUA,ESPOSO,0,1
27,22,SECUNDARIA,1,7,APODACA,NINGUNO,0,1
20,25,SECUNDARIA,2,7,APODACA,NINGUNO,1,0
40,32,TÉCNICO,2,7,APODACA,ESPOSO,0,1
56,55,TÉCNICO,2,7,APODACA,ESPOSO,1,1
25,28,PREPARATORIA,1,7,GARCÍA,NINGUNO,1,0
48,48,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
46,36,LICENCIATURA,2,7,SANTA CATARINA,ESPOSO,0,1
39,38,PREPARATORIA,1,7,GARCÍA,NINGUNO,0,1
19,19,SECUNDARIA,1,7,GARCÍA,NINGUNO,0,1
27,26,PREPARATORIA,2,7,GARCÍA,ESPOSO,0,1
40,43,SECUNDARIA,1,7,GARCÍA,ESPOSO,1,0
23,24,LICENCIATURA,1,7,SANTA CATARINA,NINGUNO,0,1
36,29,PRIMARIA,1,7,ZUAZUA,UL,0,1
42,23,PREPARATORIA,2,7,ZUAZUA,NINGUNO,0,1
30,27,LICENCIATURA,2,7,APODACA,NINGUNO,0,1
26,42,SECUNDARIA,2,7,GUADALUPE,HIJO,0,1
38,39,TÉCNICO,1,7,MONTERREY,ESPOSO,0,1
34,36,SECUNDARIA,2,7,JUÁREZ,ESPOSO,0,1
21,17,SECUNDARIA,2,7,GARCÍA,CONCUBINO,0,1
18,78,PRIMARIA,2,7,MONTERREY,MADRE,1,1
33,32,PREPARATORIA,2,7,MONTERREY,UL,0,1
23,18,SECUNDARIA,0,7,GUADALUPE,CONCUBINO,1,0
35,13,SECUNDARIA,1,7,GUADALUPE,HIJO,0,0
20,68,SECUNDARIA,1,7,GUADALUPE,NIETO,0,0
39,32,PREPARATORIA,1,7,GUADALUPE,CONCUBINO,0,1
31,27,PREPARATORIA,2,7,JUÁREZ,CONCUBINO,0,1
43,16,SECUNDARIA,2,7,JUÁREZ,PADRE,0,1
58,54,PRIMARIA,1,7,JUÁREZ,CONCUBINO,0,1
34,27,LICENCIATURA,1,7,SANTA CATARINA,NINGUNO,0,1
22,18,PREPARATORIA,2,7,MONTERREY,CONCUBINO,0,1
24,26,SECUNDARIA,2,7,MONTERREY,CONCUBINO,0,1
23,29,PREPARATORIA,2,7,MONTERREY,NINGUNO,0,1
31,30,LICENCIATURA,2,7,MONTERREY,NINGUNO,0,1
56,31,PREPARATORIA,2,7,MONTERREY,ESPOSO,0,1
20,24,PRIMARIA,0,7,MONTERREY,NINGUNO,0,1
34,29,PRIMARIA,2,7,ESCOBEDO,ESPOSO,0,1
37,36,PRIMARIA,2,7,ESCOBEDO,CONCUBINO,0,1
42,28,SECUNDARIA,1,7,ZUAZUA,CONCUBINO,0,1
47,46,PRIMARIA,1,7,ALLENDE,ESPOSO,0,1
24,24,SECUNDARIA,0,7,ALLENDE,CONCUBINO,0,1
28,18,SECUNDARIA,1,7,ANÁHUAC,UL,0,1
42,48,LICENCIATURA,1,7,MONTERREY,ESPOSO,1,0
28,53,SECUNDARIA,1,7,CADEREYTA JIMÉNEZ,HIJO,0,0
51,29,SECUNDARIA,1,7,CADEREYTA JIMÉNEZ,NINGUNO,0,1
33,34,SECUNDARIA,1,7,EL CARMEN,CONCUBINO,0,1
19,19,SECUNDARIA,2,7,ESCOBEDO,CONCUBINO,0,1
30,30,SECUNDARIA,2,7,ESCOBEDO,CONCUBINO,0,1
38,36,SECUNDARIA,1,7,ESCOBEDO,CONCUBINO,0,1
18,16,PRIMARIA,0,7,GARCÍA,CONCUBINO,0,1
26,26,SECUNDARIA,2,7,GUADALUPE,CONCUBINO,0,1
36,32,PREPARATORIA,0,7,GUADALUPE,ESPOSO,0,1
23,49,SECUNDARIA,2,7,GUADALUPE,HIJO,0,1
28,41,TÉCNICO,2,7,JUÁREZ,ESPOSO,0,1
29,39,SECUNDARIA,2,7,MONTERREY,CONCUBINO,0,1
24,27,NINGUNO,2,7,MINA,CONCUBINO,0,1
19,13,PRIMARIA,1,7,SABINAS HIDALGO,NINGUNO,0,1
33,5,NINGUNO,1,7,SALINAS VICTORIA,MADRE,1,0
23,19,SECUNDARIA,2,7,ALLENDE,CONCUBINO,0,1
33,34,SECUNDARIA,1,7,ALLENDE,CONCUBINO,0,1
34,33,TÉCNICO,0,7,ALLENDE,ESPOSO,0,1
30,41,SECUNDARIA,0,7,ALLENDE,ESPOSO,0,1
21,18,SECUNDARIA,1,7,LINARES,NINGUNO,0,1
44,37,TÉCNICO,1,7,SABINAS HIDALGO,CONCUBINO,0,1
48,38,SECUNDARIA,2,7,SABINAS HIDALGO,NINGUNO,0,0
38,28,PREPARATORIA,2,7,CADEREYTA JIMÉNEZ,EXESPOSO,0,1
43,44,PRIMARIA,2,7,CADEREYTA JIMÉNEZ,CONCUBINO,0,1
31,27,SECUNDARIA,0,7,CADEREYTA JIMÉNEZ,NINGUNO,0,1
36,33,PRIMARIA,1,7,CADEREYTA JIMÉNEZ,NINGUNO,0,1
19,19,SECUNDARIA,1,7,CADEREYTA JIMÉNEZ,CONCUBINO,0,1
83,82,PRIMARIA,2,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
18,39,SECUNDARIA,0,7,SAN PEDRO GARZA GARCÍA,CONCUBINO,0,0
44,38,PRIMARIA,1,7,GARCÍA,CONCUBINO,0,1
30,32,PREPARATORIA,2,7,GARCÍA,EXESPOSO,1,0
30,26,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
47,45,PRIMARIA,2,7,LINARES,ESPOSO,0,1
28,26,SECUNDARIA,0,7,LINARES,UL,0,1
27,27,PREPARATORIA,2,7,JUÁREZ,ESPOSO,0,1
44,46,SECUNDARIA,0,7,SANTA CATARINA,NINGUNO,1,0
41,39,LICENCIATURA,2,7,EL CARMEN,ESPOSO,0,1
46,43,SECUNDARIA,2,7,ESCOBEDO,ESPOSO,0,1
27,24,PREPARATORIA,0,7,ESCOBEDO,CONCUBINO,0,1
31,30,NINGUNO,0,7,ESCOBEDO,CONCUBINO,0,1
26,26,SECUNDARIA,2,7,EL CARMEN,ESPOSO,0,1
30,27,SECUNDARIA,2,7,ESCOBEDO,ESPOSO,0,1
23,53,SECUNDARIA,2,7,GUADALUPE,ESPOSO,0,1
23,22,SECUNDARIA,2,7,GUADALUPE,CONCUBINO,0,1
29,26,SECUNDARIA,2,7,GUADALUPE,ESPOSO,0,1
28,25,SECUNDARIA,0,7,GUADALUPE,ESPOSO,0,1
44,34,SECUNDARIA,2,7,GUADALUPE,EXESPOSO,0,1
23,19,PREPARATORIA,2,7,JUÁREZ,ESPOSO,0,1
25,24,LICENCIATURA,1,7,ZUAZUA,NINGUNO,0,1
42,36,POSGRADO,2,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
29,12,PRIMARIA,2,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
20,39,SECUNDARIA,1,7,VALLECILLO,MADRE,1,1
35,42,SECUNDARIA,0,7,ZUAZUA,CONCUBINO,0,1
24,24,SECUNDARIA,1,7,SAN PEDRO GARZA GARCÍA,NINGUNO,1,0
33,40,LICENCIATURA,2,7,ESCOBEDO,NINGUNO,0,1
42,39,SECUNDARIA,0,7,GARCÍA,NINGUNO,1,0
53,41,PREPARATORIA,2,7,ESCOBEDO,NINGUNO,0,1
21,21,SECUNDARIA,2,7,ESCOBEDO,CONCUBINO,0,1
36,33,SECUNDARIA,0,7,GARCÍA,NINGUNO,0,1
48,48,PREPARATORIA,0,7,ESCOBEDO,NINGUNO,1,0
38,35,SECUNDARIA,0,7,GALEANA,NINGUNO,0,1
27,25,PRIMARIA,0,7,GALEANA,NINGUNO,0,1
48,45,PRIMARIA,2,7,GARCÍA,UL,0,1
23,30,PRIMARIA,2,7,GARCÍA,CONCUBINO,0,1
28,29,SECUNDARIA,0,7,JUÁREZ,CONCUBINO,0,1
33,28,PRIMARIA,2,7,JUÁREZ,ESPOSO,0,1
31,29,PRIMARIA,1,7,PESQUERÍA,ESPOSO,0,1
42,9,PRIMARIA,1,7,PESQUERÍA,PADRE,0,0
59,44,SECUNDARIA,1,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
49,41,SECUNDARIA,0,7,SANTIAGO,CONCUBINO,0,1
26,32,LICENCIATURA,1,7,APODACA,ESPOSO,1,0
33,73,PRIMARIA,0,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
30,31,PREPARATORIA,2,7,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
46,44,LICENCIATURA,2,7,MONTERREY,ESPOSO,0,1
26,40,SECUNDARIA,1,7,GARCÍA,CONCUBINO,0,1
33,35,SECUNDARIA,2,7,GARCÍA,ESPOSO,0,1
36,34,PRIMARIA,2,7,ESCOBEDO,CONCUBINO,0,1
32,31,SECUNDARIA,0,7,EL CARMEN,NINGUNO,0,1
54,52,SECUNDARIA,1,7,ESCOBEDO,ESPOSO,0,1
31,32,SECUNDARIA,0,7,CADEREYTA JIMÉNEZ,NINGUNO,0,1
