edad_a,edad_v,escolaridad,hora,mes,mpio,parentesco,sexo_a,sexo_v
28,25,PRIMARIA,2,2,JUÁREZ,UL,0,1
44,43,SECUNDARIA,2,2,JUÁREZ,CONCUBINO,0,1
23,24,PREPARATORIA,1,2,JUÁREZ,CONCUBINO,0,1
47,41,PREPARATORIA,2,2,MONTERREY,NINGUNO,0,1
49,49,TÉCNICO,2,2,MONTERREY,ESPOSO,0,1
33,33,PREPARATORIA,1,2,MONTERREY,NINGUNO,1,0
44,43,PREPARATORIA,0,2,MONTERREY,ESPOSO,0,1
35,57,LICENCIATURA,2,2,MONTERREY,HIJO,0,1
49,43,PRIMARIA,2,2,MONTERREY,ESPOSO,0,1
34,28,SECUNDARIA,0,2,MONTERREY,CONCUBINO,0,1
19,48,SECUNDARIA,1,2,SAN NICOLÁS DE LOS GARZA,MADRE,0,1
34,25,SECUNDARIA,0,2,SANTA CATARINA,ESPOSO,0,1
38,36,PREPARATORIA,2,2,SANTA CATARINA,ESPOSO,0,1
26,20,SECUNDARIA,0,2,APODACA,CONCUBINO,0,1
54,55,SECUNDARIA,0,2,ARAMBERRI,EXESPOSO,0,1
33,29,SECUNDARIA,2,2,GALEANA,NINGUNO,0,1
34,30,SECUNDARIA,2,2,GARCÍA,NINGUNO,0,1
23,66,PRIMARIA,2,2,GARCÍA,NINGUNO,0,1
32,30,SECUNDARIA,2,2,GARCÍA,ESPOSO,0,1
31,33,SECUNDARIA,1,2,GARCÍA,CONCUBINO,0,1
42,38,PREPARATORIA,1,2,GARCÍA,NINGUNO,0,0
49,49,SECUNDARIA,1,2,GARCÍA,ESPOSO,0,1
42,22,PREPARATORIA,0,2,GARCÍA,ESPOSO,0,1
46,49,PRIMARIA,0,2,GARCÍA,NINGUNO,0,1
30,14,PRIMARIA,1,2,GUADALUPE,HIJO,1,1
33,35,SECUNDARIA,2,2,GUADALUPE,ESPOSO,0,1
25,23,SECUNDARIA,2,2,MONTERREY,CONCUBINO,0,1
47,35,PREPARATORIA,1,2,MONTERREY,CONCUBINO,0,1
30,30,PREPARATORIA,1,2,MONTERREY,CONCUBINO,0,1
43,43,SECUNDARIA,1,2,MONTERREY,NINGUNO,1,0
22,21,SECUNDARIA,1,2,MONTERREY,CONCUBINO,0,1
43,25,LICENCIATURA,0,2,MONTERREY,NINGUNO,0,1
26,33,LICENCIATURA,2,2,MONTERREY,ESPOSO,0,1
40,35,PREPARATORIA,1,2,MONTERREY,ESPOSO,0,1
19,18,PRIMARIA,1,2,PESQUERÍA,NINGUNO,0,1
32,37,LICENCIATURA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
23,20,TÉCNICO,0,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
25,52,TÉCNICO,0,2,SAN NICOLÁS DE LOS GARZA,HIJO,0,0
43,41,NINGUNO,2,2,SAN PEDRO GARZA GARCÍA,NINGUNO,0,1
39,34,TÉCNICO,2,2,SANTA CATARINA,NINGUNO,0,1
23,27,LICENCIATURA,2,2,ZARAGOZA,NINGUNO,0,1
19,20,SECUNDARIA,2,2,ZUAZUA,NINGUNO,0,1
35,31,SECUNDARIA,0,2,APODACA,CONCUBINO,0,1
36,35,SECUNDARIA,2,2,APODACA,ESPOSO,0,1
36,17,SECUNDARIA,2,2,APODACA,HIJO,1,1
36,30,PREPARATORIA,2,2,APODACA,UL,0,1
44,46,SECUNDARIA,0,2,APODACA,NINGUNO,0,1
45,42,SECUNDARIA,2,2,APODACA,ESPOSO,0,1
33,36,SECUNDARIA,1,2,APODACA,CONCUBINO,0,1
30,23,SECUNDARIA,1,2,APODACA,ESPOSO,0,1
28,22,SECUNDARIA,0,2,APODACA,ESPOSO,0,1
52,18,PRIMARIA,2,2,APODACA,HIJO,0,1
22,21,SECUNDARIA,0,2,APODACA,CONCUBINO,0,1
26,24,SECUNDARIA,1,2,APODACA,NINGUNO,0,1
46,40,SECUNDARIA,0,2,APODACA,ESPOSO,0,1
36,23,SECUNDARIA,0,2,CERRALVO,CONCUBINO,0,1
34,36,SECUNDARIA,2,2,CHINA,ESPOSO,0,1
49,49,TÉCNICO,1,2,CIÉNEGA DE FLORES,ESPOSO,0,1
33,36,PREPARATORIA,1,2,ESCOBEDO,ESPOSO,0,1
25,52,PRIMARIA,0,2,ESCOBEDO,MADRE,0,1
36,33,PREPARATORIA,0,2,ESCOBEDO,NINGUNO,1,0
38,49,PRIMARIA,1,2,ESCOBEDO,NINGUNO,1,0
49,45,PRIMARIA,0,2,ESCOBEDO,CONCUBINO,0,1
19,17,SECUNDARIA,1,2,ESCOBEDO,CONCUBINO,0,1
25,24,PRIMARIA,1,2,ESCOBEDO,NINGUNO,0,1
26,25,PREPARATORIA,2,2,ESCOBEDO,NINGUNO,0,1
35,30,SECUNDARIA,0,2,ESCOBEDO,ESPOSO,0,1
33,33,PREPARATORIA,2,2,GARCÍA,NINGUNO,0,1
19,18,SECUNDARIA,0,2,GUADALUPE,CONCUBINO,1,0
28,31,SECUNDARIA,1,2,GUADALUPE,NINGUNO,1,0
22,20,PREPARATORIA,2,2,GUADALUPE,NINGUNO,0,1
44,25,SECUNDARIA,0,2,GUADALUPE,CONCUBINO,0,1
34,32,PRIMARIA,0,2,JUÁREZ,ESPOSO,0,1
31,30,SECUNDARIA,1,2,JUÁREZ,ESPOSO,0,1
25,25,LICENCIATURA,1,2,MONTERREY,NINGUNO,0,1
33,29,PRIMARIA,1,2,MONTERREY,CONCUBINO,0,1
27,20,PREPARATORIA,2,2,MONTERREY,NINGUNO,1,1
34,30,SECUNDARIA,2,2,PESQUERÍA,ESPOSO,0,1
38,38,SECUNDARIA,2,2,PESQUERÍA,NINGUNO,0,1
29,25,SECUNDARIA,1,2,PESQUERÍA,ESPOSO,0,1
21,19,SECUNDARIA,0,2,SABINAS HIDALGO,NINGUNO,0,1
33,34,LICENCIATURA,0,2,SALINAS VICTORIA,NINGUNO,0,1
21,17,PRIMARIA,0,2,SALINAS VICTORIA,CONCUBINO,0,1
28,27,PREPARATORIA,1,2,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
61,58,SECUNDARIA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
41,36,SECUNDARIA,1,2,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
33,33,SECUNDARIA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
27,27,SECUNDARIA,2,2,SANTA CATARINA,ESPOSO,0,1
49,44,PRIMARIA,1,2,SANTA CATARINA,CONCUBINO,0,1
28,20,SECUNDARIA,2,2,ZUAZUA,CONCUBINO,0,1
29,31,SECUNDARIA,2,2,CIÉNEGA DE FLORES,NINGUNO,0,1
41,41,SECUNDARIA,0,2,ESCOBEDO,ESPOSO,0,1
36,41,PRIMARIA,0,2,ESCOBEDO,EXESPOSO,1,0
32,27,PREPARATORIA,1,2,ESCOBEDO,CONCUBINO,0,1
24,25,SECUNDARIA,2,2,GARCÍA,CONCUBINO,0,1
78,78,NINGUNO,1,2,GARCÍA,ESPOSO,0,1
24,23,SECUNDARIA,2,2,GARCÍA,NINGUNO,0,1
25,23,PREPARATORIA,2,2,GARCÍA,NINGUNO,0,1
25,19,PRIMARIA,2,2,GARCÍA,NINGUNO,0,1
40,26,TÉCNICO,2,2,GUADALUPE,CONCUBINO,0,1
45,17,SECUNDARIA,0,2,GUADALUPE,NINGUNO,0,1
46,44,SECUNDARIA,0,2,GUADALUPE,ESPOSO,0,1
35,31,SECUNDARIA,0,2,JUÁREZ,CONCUBINO,0,1
43,44,LICENCIATURA,2,2,MONTERREY,ESPOSO,1,0
48,47,LICENCIATURA,0,2,MONTERREY,ESPOSO,0,1
37,45,SECUNDARIA,0,2,SALINAS VICTORIA,ESPOSO,0,1
44,25,PREPARATORIA,0,2,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
38,41,SECUNDARIA,2,2,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
30,30,SECUNDARIA,1,2,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
24,22,SECUNDARIA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
49,47,PREPARATORIA,0,2,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
43,37,SECUNDARIA,2,2,SAN PEDRO GARZA GARCÍA,ESPOSO,0,1
31,23,SECUNDARIA,0,2,SANTA CATARINA,NINGUNO,0,1
54,18,SECUNDARIA,1,2,SANTA CATARINA,PADRE,0,0
28,39,NINGUNO,2,2,SANTA CATARINA,NINGUNO,0,1
27,25,PREPARATORIA,1,2,SANTIAGO,CONCUBINO,0,1
35,32,SECUNDARIA,0,2,SANTIAGO,ESPOSO,0,1
30,37,SECUNDARIA,0,2,ZUAZUA,CONCUBINO,0,1
32,23,SECUNDARIA,1,2,AGUALEGUAS,EXESPOSO,0,1
27,11,SECUNDARIA,1,2,ALLENDE,NINGUNO,0,0
23,21,TÉCNICO,1,2,APODACA,ESPOSO,0,1
48,31,TÉCNICO,0,2,APODACA,ESPOSO,0,1
34,32,LICENCIATURA,2,2,APODACA,NINGUNO,0,1
33,32,SECUNDARIA,2,2,APODACA,NINGUNO,1,0
40,38,TÉCNICO,1,2,APODACA,NINGUNO,0,1
44,34,SECUNDARIA,1,2,APODACA,EXESPOSO,0,1
32,31,SECUNDARIA,1,2,APODACA,ESPOSO,0,1
49,39,SECUNDARIA,2,2,APODACA,NINGUNO,0,1
23,48,SECUNDARIA,2,2,APODACA,NINGUNO,0,0
23,22,PREPARATORIA,1,2,APODACA,ESPOSO,0,1
47,35,TÉCNICO,1,2,GARCÍA,NINGUNO,0,1
19,18,SECUNDARIA,2,2,GARCÍA,CONCUBINO,0,1
38,36,PREPARATORIA,1,2,GUADALUPE,NINGUNO,0,1
31,24,PREPARATORIA,1,2,GUADALUPE,CONCUBINO,0,1
28,50,SECUNDARIA,2,2,GUADALUPE,NINGUNO,1,0
60,57,SECUNDARIA,1,2,GUADALUPE,NINGUNO,0,1
41,39,PRIMARIA,1,2,GUADALUPE,ESPOSO,0,1
32,28,POSGRADO,2,2,GUADALUPE,ESPOSO,0,1
41,43,SECUNDARIA,1,2,GUADALUPE,ESPOSO,0,1
36,41,PREPARATORIA,2,2,GUADALUPE,ESPOSO,0,1
25,26,PRIMARIA,2,2,JUÁREZ,ESPOSO,0,1
34,31,PRIMARIA,2,2,JUÁREZ,NINGUNO,0,1
43,42,PREPARATORIA,0,2,JUÁREZ,ESPOSO,0,1
43,35,SECUNDARIA,1,2,MONTERREY,NINGUNO,0,1
25,28,SECUNDARIA,1,2,PESQUERÍA,NINGUNO,1,1
24,24,SECUNDARIA,2,2,PESQUERÍA,UL,0,1
23,21,SECUNDARIA,2,2,PESQUERÍA,NINGUNO,0,1
48,42,TÉCNICO,2,2,SANTA CATARINA,NINGUNO,0,1
38,40,PRIMARIA,1,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
50,45,PRIMARIA,1,2,ESCOBEDO,ESPOSO,0,1
42,31,PRIMARIA,2,2,GARCÍA,CONCUBINO,0,1
28,21,SECUNDARIA,2,2,GARCÍA,CONCUBINO,0,1
40,27,SECUNDARIA,2,2,GARCÍA,NINGUNO,0,1
48,34,PRIMARIA,2,2,GARCÍA,CONCUBINO,0,1
28,78,SECUNDARIA,0,2,GUADALUPE,NINGUNO,0,0
39,38,LICENCIATURA,0,2,GUADALUPE,CONCUBINO,0,1
30,24,PRIMARIA,1,2,GUADALUPE,CONCUBINO,1,1
53,41,LICENCIATURA,0,2,LINARES,ESPOSO,0,1
31,31,SECUNDARIA,2,2,LINARES,CONCUBINO,0,1
31,57,PRIMARIA,2,2,LINARES,HIJO,0,1
43,41,SECUNDARIA,2,2,MONTERREY,ESPOSO,0,1
24,23,SECUNDARIA,2,2,MONTERREY,NINGUNO,0,1
34,3,NINGUNO,0,2,MONTERREY,NINGUNO,1,1
33,34,POSGRADO,1,2,MONTERREY,ESPOSO,0,1
28,56,PRIMARIA,2,2,MONTERREY,NINGUNO,0,1
24,21,PREPARATORIA,2,2,MONTERREY,CONCUBINO,0,1
36,36,SECUNDARIA,1,2,MONTERREY,ESPOSO,0,1
48,51,PRIMARIA,1,2,MONTERREY,CONCUBINO,0,1
43,23,SECUNDARIA,1,2,MONTERREY,ESPOSO,0,1
30,29,SECUNDARIA,1,2,MONTERREY,NINGUNO,1,0
30,32,LICENCIATURA,1,2,MONTERREY,CONCUBINO,1,0
44,45,SECUNDARIA,0,2,SALINAS VICTORIA,ESPOSO,0,1
33,22,LICENCIATURA,2,2,SAN PEDRO GARZA GARCÍA,NINGUNO,0,1
34,30,SECUNDARIA,1,2,ZUAZUA,NINGUNO,0,1
36,39,SECUNDARIA,2,2,GARCÍA,CONCUBINO,0,1
40,38,SECUNDARIA,2,2,GARCÍA,ESPOSO,0,1
38,32,PREPARATORIA,0,2,GARCÍA,CONCUBINO,0,1
33,54,SECUNDARIA,2,2,GARCÍA,MADRE,0,1
23,22,SECUNDARIA,1,2,GUADALUPE,CONCUBINO,0,1
28,29,SECUNDARIA,2,2,GUADALUPE,CONCUBINO,0,1
28,27,SECUNDARIA,2,2,GUADALUPE,CONCUBINO,0,1
55,44,PREPARATORIA,1,2,GUADALUPE,ESPOSO,0,1
33,40,SECUNDARIA,2,2,JUÁREZ,ESPOSO,1,0
48,40,TÉCNICO,0,2,JUÁREZ,CONCUBINO,0,1
35,34,TÉCNICO,2,2,JUÁREZ,ESPOSO,0,1
30,28,SECUNDARIA,2,2,JUÁREZ,CONCUBINO,0,1
38,36,PRIMARIA,2,2,MONTERREY,NINGUNO,0,1
23,22,PRIMARIA,2,2,MONTERREY,NINGUNO,0,1
49,44,PREPARATORIA,2,2,MONTERREY,NINGUNO,0,1
46,21,SECUNDARIA,0,2,MONTERREY,ESPOSO,0,1
42,44,LICENCIATURA,0,2,APODACA,EXESPOSO,1,0
34,27,SECUNDARIA,1,2,CIÉNEGA DE FLORES,ESPOSO,0,1
36,32,LICENCIATURA,1,2,CIÉNEGA DE FLORES,ESPOSO,0,1
39,42,SECUNDARIA,1,2,CIÉNEGA DE FLORES,CONCUBINO,0,1
28,29,PREPARATORIA,1,2,CIÉNEGA DE FLORES,NINGUNO,0,1
35,38,SECUNDARIA,1,2,EL CARMEN,NINGUNO,0,1
45,50,TÉCNICO,1,2,ESCOBEDO,CONCUBINO,0,0
38,39,SECUNDARIA,2,2,ESCOBEDO,ESPOSO,1,0
36,37,PRIMARIA,0,2,GARCÍA,CONCUBINO,0,1
22,24,PRIMARIA,2,2,GARCÍA,CONCUBINO,0,1
35,31,PRIMARIA,1,2,GARCÍA,CONCUBINO,0,1
28,22,PRIMARIA,1,2,GARCÍA,NINGUNO,0,1
56,62,PRIMARIA,2,2,GUADALUPE,ESPOSO,0,1
36,59,PREPARATORIA,2,2,GUADALUPE,HIJO,0,0
48,20,PREPARATORIA,0,2,GUADALUPE,HIJO,0,0
33,32,PREPARATORIA,1,2,GUADALUPE,NINGUNO,0,1
19,35,LICENCIATURA,2,2,GUADALUPE,NINGUNO,0,1
32,29,SECUNDARIA,1,2,GUADALUPE,CONCUBINO,0,1
27,22,SECUNDARIA,1,2,GUADALUPE,NINGUNO,0,1
40,38,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,1
52,54,PRIMARIA,1,2,LINARES,EXESPOSO,0,1
34,27,SECUNDARIA,1,2,MONTERREY,ESPOSO,0,1
29,31,PREPARATORIA,0,2,MONTERREY,ESPOSO,0,1
39,42,SECUNDARIA,2,2,MONTERREY,ESPOSO,0,1
24,26,SECUNDARIA,2,2,MONTERREY,NINGUNO,0,1
29,29,PREPARATORIA,2,2,MONTERREY,NINGUNO,0,1
43,74,PRIMARIA,0,2,MONTERREY,NINGUNO,0,0
38,28,PRIMARIA,0,2,MONTERREY,NINGUNO,0,1
35,28,SECUNDARIA,2,2,MONTERREY,CONCUBINO,0,1
25,46,SECUNDARIA,2,2,MONTERREY,HIJO,0,1
58,9,NINGUNO,1,2,MONTERREY,NINGUNO,0,0
33,46,LICENCIATURA,2,2,MONTERREY,ESPOSO,0,0
19,20,PRIMARIA,1,2,SABINAS HIDALGO,UL,0,1
33,19,SECUNDARIA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
36,35,LICENCIATURA,1,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
48,38,PRIMARIA,2,2,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
62,72,PRIMARIA,0,2,SAN NICOLÁS DE LOS GARZA,CONCUBINO,0,1
50,54,PRIMARIA,2,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,1,0
37,37,PREPARATORIA,0,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
27,24,SECUNDARIA,0,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
30,29,SECUNDARIA,1,2,SAN PEDRO GARZA GARCÍA,NINGUNO,0,1
38,32,SECUNDARIA,2,2,ZUAZUA,CONCUBINO,0,1
42,28,SECUNDARIA,2,2,ZUAZUA,UL,0,1
26,20,PREPARATORIA,2,2,ALLENDE,CONCUBINO,0,1
19,18,SECUNDARIA,1,2,ALLENDE,NINGUNO,0,1
51,51,LICENCIATURA,2,2,ALLENDE,NINGUNO,0,1
37,35,PREPARATORIA,1,2,APODACA,ESPOSO,0,1
26,30,LICENCIATURA,0,2,APODACA,CONCUBINO,0,1
38,32,TÉCNICO,2,2,APODACA,ESPOSO,0,1
33,24,PREPARATORIA,0,2,APODACA,EXESPOSO,0,0
21,2,NINGUNO,1,2,APODACA,MADRE,1,1
28,18,PRIMARIA,2,2,APODACA,NINGUNO,0,1
31,36,PREPARATORIA,1,2,APODACA,NINGUNO,1,0
45,37,LICENCIATURA,1,2,APODACA,NINGUNO,0,1
40,58,TÉCNICO,1,2,APODACA,NINGUNO,0,1
33,34,SECUNDARIA,2,2,APODACA,ESPOSO,0,1
38,40,SECUNDARIA,1,2,APODACA,NINGUNO,0,1
41,46,SECUNDARIA,1,2,APODACA,NINGUNO,0,1
22,46,TÉCNICO,1,2,APODACA,NINGUNO,1,1
58,56,LICENCIATURA,1,2,CADEREYTA JIMÉNEZ,ESPOSO,0,1
34,30,SECUNDARIA,2,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
30,30,PREPARATORIA,1,2,CADEREYTA JIMÉNEZ,ESPOSO,0,1
27,29,SECUNDARIA,2,2,CADEREYTA JIMÉNEZ,ESPOSO,0,1
47,47,PRIMARIA,2,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
38,38,SECUNDARIA,2,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
51,38,PRIMARIA,1,2,GARCÍA,CONCUBINO,0,0
24,30,LICENCIATURA,1,2,GARCÍA,EXESPOSO,1,0
24,19,SECUNDARIA,2,2,GARCÍA,NINGUNO,0,1
25,24,TÉCNICO,2,2,GARCÍA,CONCUBINO,0,0
46,42,PREPARATORIA,0,2,GARCÍA,ESPOSO,0,1
25,39,SECUNDARIA,0,2,GARCÍA,UL,0,1
33,19,SECUNDARIA,1,2,GARCÍA,NINGUNO,0,1
38,28,PRIMARIA,0,2,GARCÍA,NINGUNO,0,1
33,31,SECUNDARIA,1,2,GARCÍA,NINGUNO,0,1
37,6,PRIMARIA,2,2,GUADALUPE,NINGUNO,0,0
46,43,SECUNDARIA,1,2,GUADALUPE,ESPOSO,0,1
38,43,LICENCIATURA,2,2,GUADALUPE,NINGUNO,0,1
45,41,PREPARATORIA,0,2,GUADALUPE,ESPOSO,0,1
19,20,PRIMARIA,2,2,JUÁREZ,NINGUNO,0,1
53,48,SECUNDARIA,2,2,JUÁREZ,NINGUNO,0,1
23,23,PREPARATORIA,1,2,JUÁREZ,ESPOSO,1,0
33,32,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,1
28,36,PREPARATORIA,2,2,JUÁREZ,CONCUBINO,0,1
34,32,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,0
23,24,TÉCNICO,2,2,JUÁREZ,ESPOSO,0,1
23,24,PRIMARIA,1,2,JUÁREZ,NINGUNO,0,1
43,41,SECUNDARIA,2,2,LINARES,NINGUNO,0,1
41,28,PREPARATORIA,2,2,MONTERREY,UL,0,1
53,38,SECUNDARIA,0,2,MONTERREY,CONCUBINO,0,1
28,7,NINGUNO,1,2,MONTERREY,PADRASTRO,0,1
30,29,SECUNDARIA,0,2,MONTERREY,NINGUNO,0,1
34,32,PRIMARIA,2,2,MONTERREY,CONCUBINO,0,1
50,22,LICENCIATURA,1,2,MONTERREY,NINGUNO,0,1
33,44,SECUNDARIA,0,2,PESQUERÍA,NINGUNO,0,1
19,19,SECUNDARIA,2,2,PESQUERÍA,CONCUBINO,0,1
37,37,LICENCIATURA,2,2,PESQUERÍA,ESPOSO,0,1
60,45,TÉCNICO,0,2,SAN NICOLÁS DE LOS GARZA,ESPOSO,0,1
48,42,TÉCNICO,1,2,SAN NICOLÁS DE LOS GARZA,NINGUNO,0,1
48,50,PRIMARIA,2,2,SANTA CATARINA,UL,0,1
51,51,SECUNDARIA,2,2,SANTA CATARINA,ESPOSO,0,1
28,39,SECUNDARIA,1,2,SANTA CATARINA,ESPOSO,1,0
54,37,TÉCNICO,2,2,SANTA CATARINA,NINGUNO,0,1
33,15,PRIMARIA,0,2,SANTA CATARINA,HIJO,1,1
30,28,SECUNDARIA,0,2,SANTA CATARINA,UL,0,1
46,46,TÉCNICO,1,2,SANTA CATARINA,NINGUNO,0,1
28,28,SECUNDARIA,1,2,SANTA CATARINA,UL,0,1
35,30,SECUNDARIA,2,2,SANTA CATARINA,NINGUNO,0,1
45,43,SECUNDARIA,0,2,SANTIAGO,ESPOSO,0,1
43,40,SECUNDARIA,0,2,TERÁN,NINGUNO,0,1
37,33,SECUNDARIA,2,2,ANÁHUAC,ESPOSO,0,1
26,29,TÉCNICO,1,2,ANÁHUAC,ESPOSO,0,1
33,79,PRIMARIA,2,2,ANÁHUAC,HIJO,0,0
52,46,TÉCNICO,1,2,APODACA,NINGUNO,0,1
21,37,TÉCNICO,0,2,APODACA,HIJO,0,1
20,22,LICENCIATURA,2,2,APODACA,ESPOSO,0,1
31,29,PREPARATORIA,1,2,APODACA,ESPOSO,0,1
26,28,PREPARATORIA,2,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
43,34,SECUNDARIA,0,2,CADEREYTA JIMÉNEZ,NINGUNO,0,1
28,38,PREPARATORIA,0,2,CADEREYTA JIMÉNEZ,NINGUNO,1,0
43,36,SECUNDARIA,1,2,CERRALVO,ESPOSO,0,1
58,58,SECUNDARIA,1,2,EL CARMEN,NINGUNO,0,1
29,28,SECUNDARIA,2,2,EL CARMEN,NINGUNO,1,1
28,28,PREPARATORIA,2,2,EL CARMEN,CONCUBINO,0,1
23,27,SECUNDARIA,2,2,EL CARMEN,CONCUBINO,0,1
28,29,SECUNDARIA,1,2,ESCOBEDO,ESPOSO,0,1
37,35,SECUNDARIA,2,2,ESCOBEDO,CONCUBINO,0,1
34,44,TÉCNICO,1,2,ESCOBEDO,NINGUNO,1,0
45,26,PREPARATORIA,2,2,ESCOBEDO,MADRE,1,1
65,67,SECUNDARIA,1,2,ESCOBEDO,NINGUNO,0,1
53,55,SECUNDARIA,1,2,ESCOBEDO,ESPOSO,0,1
28,19,SECUNDARIA,1,2,ESCOBEDO,CONCUBINO,0,1
33,46,SECUNDARIA,2,2,ESCOBEDO,NINGUNO,0,0
43,42,SECUNDARIA,1,2,ESCOBEDO,NINGUNO,0,1
46,34,PRIMARIA,1,2,ESCOBEDO,NINGUNO,1,0
38,19,SECUNDARIA,0,2,ESCOBEDO,HIJO,1,1
31,32,SECUNDARIA,1,2,ESCOBEDO,ESPOSO,1,0
45,43,SECUNDARIA,2,2,ESCOBEDO,CONCUBINO,0,1
38,10,PRIMARIA,1,2,ESCOBEDO,PADRE,0,0
51,43,SECUNDARIA,1,2,ESCOBEDO,EXESPOSO,0,1
31,39,SECUNDARIA,0,2,ESCOBEDO,NINGUNO,1,0
23,17,PRIMARIA,1,2,ESCOBEDO,CONCUBINO,0,1
41,31,SECUNDARIA,2,2,ESCOBEDO,CONCUBINO,0,1
28,23,PREPARATORIA,2,2,ESCOBEDO,ESPOSO,0,1
26,24,TÉCNICO,0,2,GARCÍA,ESPOSO,0,1
22,21,SECUNDARIA,0,2,GARCÍA,CONCUBINO,0,1
39,20,SECUNDARIA,2,2,GARCÍA,MADRE,1,1
29,27,TÉCNICO,2,2,GARCÍA,ESPOSO,0,1
32,30,SECUNDARIA,1,2,GARCÍA,ESPOSO,0,1
38,33,PRIMARIA,1,2,GARCÍA,CONCUBINO,0,1
32,34,SECUNDARIA,2,2,GARCÍA,ESPOSO,0,1
40,38,SECUNDARIA,1,2,GARCÍA,ESPOSO,0,1
19,18,PRIMARIA,2,2,GARCÍA,CONCUBINO,0,1
28,26,SECUNDARIA,0,2,GUADALUPE,NINGUNO,0,1
39,36,LICENCIATURA,1,2,GUADALUPE,NINGUNO,0,1
53,20,PREPARATORIA,1,2,GUADALUPE,MADRE,1,1
29,9,PRIMARIA,1,2,GUADALUPE,PADRASTRO,0,0
32,32,LICENCIATURA,0,2,GUADALUPE,NINGUNO,0,1
32,28,SECUNDARIA,0,2,GUADALUPE,CONCUBINO,0,1
51,43,SECUNDARIA,1,2,HUALAHUISES,UL,0,1
26,24,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,1
43,69,PRIMARIA,2,2,JUÁREZ,HIJO,0,0
39,40,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,1
31,25,SECUNDARIA,1,2,JUÁREZ,ESPOSO,0,1
53,38,PRIMARIA,2,2,JUÁREZ,NINGUNO,0,1
38,36,SECUNDARIA,1,2,JUÁREZ,ESPOSO,0,1
43,37,SECUNDARIA,0,2,JUÁREZ,ESPOSO,0,1
41,30,SECUNDARIA,2,2,JUÁREZ,CONCUBINO,0,1
34,34,TÉCNICO,1,2,JUÁREZ,ESPOSO,0,1
33,31,SECUNDARIA,2,2,JUÁREZ,ESPOSO,0,1
38,45,TÉCNICO,0,2,JUÁREZ,NINGUNO,0,1
29,42,PREPARATORIA,0,2,JUÁREZ,CONCUBINO,0,1
53,51,SECUNDARIA,2,2,LAMPAZOS,UL,0,1
39,29,PRIMARIA,2,2,LINARES,CONCUBINO,0,1
36,34,PRIMARIA,2,2,LINARES,ESPOSO,0,1
24,22,PRIMARIA,1,2,LINARES,UL,0,1
28,26,PRIMARIA,0,2,LINARES,ESPOSO,0,1
31,34,SECUNDARIA,2,2,LINARES,CONCUBINO,0,1
29,30,PREPARATORIA,1,2,MONTERREY,ESPOSO,0,1
27,25,SECUNDARIA,0,2,MONTERREY,NINGUNO,0,1
22,14,PRIMARIA,0,2,MONTERREY,CONCUBINO,0,1
23,24,PRIMARIA,2,2,MONTERREY,ESPOSO,0,1
33,32,PREPARATORIA,1,2,SABINAS HIDALGO,ESPOSO,0,1
38,21,PREPARATORIA,0,2,SABINAS HIDALGO,CONCUBINO,0,1
28,26,SECUNDARIA,2,2,SALINAS VICTORIA,UL,0,1
33,15,SECUNDARIA,1,2,SALINAS VICTORIA,HIJO,0,1
22,27,SECUNDARIA,0,2,SALINAS VICTORIA,NINGUNO,0,1
29,24,PRIMARIA,1,2,SALINAS VICTORIA,UL,0,1
22,20,SECUNDARIA,2,2,SANTA CATARINA,UL,0,0
35,34,SECUNDARIA,2,2,SANTA CATARINA,ESPOSO,0,1
23,22,PRIMARIA,2,2,SANTA CATARINA,CONCUBINO,0,0
33,30,SECUNDARIA,2,2,SANTA CATARINA,ESPOSO,0,1
37,33,PREPARATORIA,0,2,SANTA CATARINA,NINGUNO,0,1
